country,winter,season,metric,value,anom,anom_dt,n_sites,group,oni_djf
SE,1983,JFM,snow_max,45.500,-9.219,-15.457,2,super,2.140
SE,1983,JFM,thaw_days,46.400,0.550,6.416,5,super,2.140
SE,1983,JFM,tmax_mean,-0.882,0.101,1.214,5,super,2.140
SE,1983,JFM,tmean,-5.208,-0.254,1.177,5,super,2.140
SE,1983,JFM,tmin_mean,-9.535,-0.624,1.134,5,super,2.140
SE,1983,NDJFM,frost_days,127.200,3.849,-0.575,5,super,2.140
SE,1983,NDJFM,ice_days,62.545,-5.930,-13.590,5,super,2.140
SE,1983,NDJFM,precip,199.300,-10.483,-3.170,5,super,2.140
SE,1983,NDJFM,precip_days,39.800,-3.943,-2.489,5,super,2.140
SE,1983,NDJFM,thaw_days,86.251,5.065,13.283,5,super,2.140
SE,1983,NDJFM,tmax_mean,-0.157,0.443,1.416,5,super,2.140
SE,1983,NDJFM,tmean,-4.094,0.093,1.332,5,super,2.140
SE,1983,NDJFM,tmin_mean,-8.047,-0.274,1.234,5,super,2.140
SE,1984,DJF,frost_days,80.000,6.945,3.928,6,lanina,-0.630
SE,1984,DJF,ice_days,49.667,5.744,0.367,6,lanina,-0.630
SE,1984,DJF,precip,136.560,12.001,17.146,5,lanina,-0.630
SE,1984,DJF,precip_days,33.200,6.451,7.233,5,lanina,-0.630
SE,1984,DJF,rain_on_snow_days,2.000,-1.345,-0.138,2,lanina,-0.630
SE,1984,DJF,snow_cover_days,89.500,2.310,4.502,2,lanina,-0.630
SE,1984,DJF,snow_depth,31.363,3.521,-0.078,2,lanina,-0.630
SE,1984,DJF,snow_max,56.000,1.448,-1.111,2,lanina,-0.630
SE,1984,DJF,thaw_days,39.833,-5.604,0.053,6,lanina,-0.630
SE,1984,DJF,tmax_mean,-2.753,-1.439,-0.301,6,lanina,-0.630
SE,1984,DJF,tmean,-6.179,-1.520,-0.137,6,lanina,-0.630
SE,1984,DJF,tmin_mean,-9.604,-1.609,0.029,6,lanina,-0.630
SE,1984,JFM,frost_days,83.333,10.660,7.227,6,lanina,-0.630
SE,1984,JFM,ice_days,48.000,9.603,4.413,6,lanina,-0.630
SE,1984,JFM,precip,101.140,-5.078,1.604,5,lanina,-0.630
SE,1984,JFM,precip_days,24.400,1.041,2.093,5,lanina,-0.630
SE,1984,JFM,rain_on_snow_days,3.895,-1.903,0.802,4,lanina,-0.630
SE,1984,JFM,snow_cover_days,90.736,6.120,8.386,4,lanina,-0.630
SE,1984,JFM,snow_depth,32.737,11.539,3.019,4,lanina,-0.630
SE,1984,JFM,snow_max,49.250,10.738,0.458,4,lanina,-0.630
SE,1984,JFM,thaw_days,41.333,-9.691,-4.144,6,lanina,-0.630
SE,1984,JFM,tmax_mean,-1.878,-1.764,-0.690,6,lanina,-0.630
SE,1984,JFM,tmean,-5.772,-1.907,-0.580,6,lanina,-0.630
SE,1984,JFM,tmin_mean,-9.666,-2.062,-0.475,6,lanina,-0.630
SE,1984,NDJFM,frost_days,132.000,17.577,12.527,6,lanina,-0.630
SE,1984,NDJFM,ice_days,74.500,14.479,7.282,6,lanina,-0.630
SE,1984,NDJFM,precip,174.140,-35.643,-28.758,5,lanina,-0.630
SE,1984,NDJFM,precip_days,42.200,-1.543,-0.151,5,lanina,-0.630
SE,1984,NDJFM,thaw_days,75.000,-14.750,-7.002,6,lanina,-0.630
SE,1984,NDJFM,tmax_mean,-1.486,-1.780,-0.853,6,lanina,-0.630
SE,1984,NDJFM,tmean,-5.263,-2.155,-1.014,6,lanina,-0.630
SE,1984,NDJFM,tmin_mean,-9.038,-2.529,-1.173,6,lanina,-0.630
SE,1985,DJF,frost_days,79.500,6.445,3.559,6,lanina,-1.010
SE,1985,DJF,ice_days,64.425,20.502,15.305,6,lanina,-1.010
SE,1985,DJF,precip,103.560,-20.999,-16.251,5,lanina,-1.010
SE,1985,DJF,precip_days,20.800,-5.949,-5.217,5,lanina,-1.010
SE,1985,DJF,rain_on_snow_days,1.000,-0.345,0.219,2,lanina,-1.010
SE,1985,DJF,snow_cover_days,90.000,4.310,1.038,2,lanina,-1.010
SE,1985,DJF,snow_depth,28.316,-11.793,-11.610,2,lanina,-1.010
SE,1985,DJF,snow_max,43.500,-18.552,-17.607,2,lanina,-1.010
SE,1985,DJF,thaw_days,24.575,-20.862,-15.398,6,lanina,-1.010
SE,1985,DJF,tmax_mean,-6.667,-5.353,-4.252,6,lanina,-1.010
SE,1985,DJF,tmean,-10.236,-5.577,-4.241,6,lanina,-1.010
SE,1985,DJF,tmin_mean,-13.787,-5.792,-4.212,6,lanina,-1.010
SE,1985,JFM,frost_days,85.833,13.160,9.897,6,lanina,-1.010
SE,1985,JFM,ice_days,63.805,25.408,20.424,6,lanina,-1.010
SE,1985,JFM,precip,99.180,-7.038,-0.776,5,lanina,-1.010
SE,1985,JFM,precip_days,20.400,-2.959,-1.956,5,lanina,-1.010
SE,1985,JFM,rain_on_snow_days,1.000,-2.903,-2.112,4,lanina,-1.010
SE,1985,JFM,snow_cover_days,90.000,5.120,7.802,4,lanina,-1.010
SE,1985,JFM,snow_depth,33.169,3.569,3.570,4,lanina,-1.010
SE,1985,JFM,snow_max,59.250,13.405,10.595,4,lanina,-1.010
SE,1985,JFM,thaw_days,24.022,-27.002,-21.676,6,lanina,-1.010
SE,1985,JFM,tmax_mean,-6.802,-6.689,-5.654,6,lanina,-1.010
SE,1985,JFM,tmean,-10.741,-6.877,-5.602,6,lanina,-1.010
SE,1985,JFM,tmin_mean,-14.637,-7.032,-5.510,6,lanina,-1.010
SE,1985,NDJFM,frost_days,122.596,8.172,3.359,6,lanina,-1.010
SE,1985,NDJFM,ice_days,85.031,25.010,18.073,6,lanina,-1.010
SE,1985,NDJFM,precip,184.360,-25.423,-18.965,5,lanina,-1.010
SE,1985,NDJFM,precip_days,36.200,-7.543,-6.213,5,lanina,-1.010
SE,1985,NDJFM,thaw_days,62.799,-26.951,-19.488,6,lanina,-1.010
SE,1985,NDJFM,tmax_mean,-3.611,-3.906,-3.013,6,lanina,-1.010
SE,1985,NDJFM,tmean,-6.939,-3.831,-2.734,6,lanina,-1.010
SE,1985,NDJFM,tmin_mean,-10.231,-3.723,-2.419,6,lanina,-1.010
SE,1986,DJF,frost_days,85.000,11.944,9.189,6,neutral,-0.400
SE,1986,DJF,ice_days,70.833,26.910,21.893,6,neutral,-0.400
SE,1986,DJF,precip,101.300,-23.259,-18.908,5,neutral,-0.400
SE,1986,DJF,precip_days,23.400,-3.349,-2.668,5,neutral,-0.400
SE,1986,DJF,rain_on_snow_days,1.750,-1.842,-0.887,4,neutral,-0.400
SE,1986,DJF,snow_cover_days,89.250,6.912,9.868,4,neutral,-0.400
SE,1986,DJF,snow_depth,35.519,12.913,11.217,4,neutral,-0.400
SE,1986,DJF,snow_max,55.250,11.815,9.134,4,neutral,-0.400
SE,1986,DJF,thaw_days,18.333,-27.104,-21.832,6,neutral,-0.400
SE,1986,DJF,tmax_mean,-6.653,-5.339,-4.276,6,neutral,-0.400
SE,1986,DJF,tmean,-10.703,-6.044,-4.755,6,neutral,-0.400
SE,1986,DJF,tmin_mean,-14.752,-6.757,-5.235,6,neutral,-0.400
SE,1986,JFM,frost_days,81.000,8.327,5.233,6,neutral,-0.400
SE,1986,JFM,ice_days,52.667,14.270,9.491,6,neutral,-0.400
SE,1986,JFM,precip,101.580,-4.638,1.204,5,neutral,-0.400
SE,1986,JFM,precip_days,22.600,-0.759,0.196,5,neutral,-0.400
SE,1986,JFM,rain_on_snow_days,4.250,0.430,1.119,4,neutral,-0.400
SE,1986,JFM,snow_cover_days,88.000,5.120,5.953,4,neutral,-0.400
SE,1986,JFM,snow_depth,42.030,20.655,12.550,4,neutral,-0.400
SE,1986,JFM,snow_max,56.000,16.072,7.481,4,neutral,-0.400
SE,1986,JFM,thaw_days,36.833,-14.191,-9.086,6,neutral,-0.400
SE,1986,JFM,tmax_mean,-3.309,-3.195,-2.201,6,neutral,-0.400
SE,1986,JFM,tmean,-7.225,-3.361,-2.138,6,neutral,-0.400
SE,1986,JFM,tmin_mean,-11.143,-3.539,-2.080,6,neutral,-0.400
SE,1986,NDJFM,frost_days,133.500,19.077,14.500,6,neutral,-0.400
SE,1986,NDJFM,ice_days,87.833,27.812,21.134,6,neutral,-0.400
SE,1986,NDJFM,precip,207.660,-2.123,3.907,5,neutral,-0.400
SE,1986,NDJFM,precip_days,42.600,-1.143,0.124,5,neutral,-0.400
SE,1986,NDJFM,rain_on_snow_days,5.651,-0.828,1.461,4,neutral,-0.400
SE,1986,NDJFM,snow_cover_days,142.919,-0.379,10.405,4,neutral,-0.400
SE,1986,NDJFM,snow_depth,31.166,4.829,4.910,4,neutral,-0.400
SE,1986,NDJFM,snow_max,53.750,1.345,2.434,4,neutral,-0.400
SE,1986,NDJFM,thaw_days,61.667,-28.083,-20.904,6,neutral,-0.400
SE,1986,NDJFM,tmax_mean,-3.534,-3.828,-2.970,6,neutral,-0.400
SE,1986,NDJFM,tmean,-7.200,-4.091,-3.038,6,neutral,-0.400
SE,1986,NDJFM,tmin_mean,-10.865,-4.356,-3.105,6,neutral,-0.400
SE,1987,DJF,frost_days,82.167,9.111,6.486,6,elnino,1.180
SE,1987,DJF,ice_days,66.000,22.077,17.240,6,elnino,1.180
SE,1987,DJF,precip,117.760,-6.799,-2.846,5,elnino,1.180
SE,1987,DJF,precip_days,23.600,-3.149,-2.518,5,elnino,1.180
SE,1987,DJF,rain_on_snow_days,1.055,-1.784,-1.478,3,elnino,1.180
SE,1987,DJF,snow_cover_days,87.667,3.412,3.968,3,elnino,1.180
SE,1987,DJF,snow_depth,29.494,1.681,1.833,3,elnino,1.180
SE,1987,DJF,snow_max,58.667,4.815,7.077,3,elnino,1.180
SE,1987,DJF,thaw_days,23.333,-22.104,-17.024,6,elnino,1.180
SE,1987,DJF,tmax_mean,-6.311,-4.997,-3.971,6,elnino,1.180
SE,1987,DJF,tmean,-10.117,-5.458,-4.217,6,elnino,1.180
SE,1987,DJF,tmin_mean,-13.922,-5.926,-4.462,6,elnino,1.180
SE,1987,JFM,frost_days,85.167,12.493,9.569,6,elnino,1.180
SE,1987,JFM,ice_days,65.000,26.603,22.030,6,elnino,1.180
SE,1987,JFM,precip,93.200,-13.018,-7.597,5,elnino,1.180
SE,1987,JFM,precip_days,19.600,-3.759,-2.853,5,elnino,1.180
SE,1987,JFM,rain_on_snow_days,2.500,-1.236,-0.650,4,elnino,1.180
SE,1987,JFM,snow_cover_days,90.000,5.120,8.104,4,elnino,1.180
SE,1987,JFM,snow_depth,38.458,12.618,9.096,4,elnino,1.180
SE,1987,JFM,snow_max,60.250,14.405,11.867,4,elnino,1.180
SE,1987,JFM,thaw_days,24.500,-26.525,-21.640,6,elnino,1.180
SE,1987,JFM,tmax_mean,-5.618,-5.505,-4.551,6,elnino,1.180
SE,1987,JFM,tmean,-9.879,-6.014,-4.843,6,elnino,1.180
SE,1987,JFM,tmin_mean,-14.135,-6.531,-5.136,6,elnino,1.180
SE,1987,NDJFM,frost_days,124.210,9.787,5.447,6,elnino,1.180
SE,1987,NDJFM,ice_days,88.781,28.760,22.341,6,elnino,1.180
SE,1987,NDJFM,precip,212.240,2.457,8.060,5,elnino,1.180
SE,1987,NDJFM,precip_days,42.800,-0.943,0.261,5,elnino,1.180
SE,1987,NDJFM,thaw_days,61.050,-28.699,-21.804,6,elnino,1.180
SE,1987,NDJFM,tmax_mean,-3.270,-3.564,-2.741,6,elnino,1.180
SE,1987,NDJFM,tmean,-7.010,-3.902,-2.892,6,elnino,1.180
SE,1987,NDJFM,tmin_mean,-10.714,-4.205,-3.007,6,elnino,1.180
SE,1988,DJF,frost_days,72.854,-0.201,-2.695,6,elnino,0.630
SE,1988,DJF,ice_days,42.834,-1.089,-5.746,6,elnino,0.630
SE,1988,DJF,precip,152.840,28.281,31.836,5,elnino,0.630
SE,1988,DJF,precip_days,35.200,8.451,9.032,5,elnino,0.630
SE,1988,DJF,rain_on_snow_days,3.810,1.158,1.871,4,elnino,0.630
SE,1988,DJF,snow_cover_days,90.742,7.912,5.412,4,elnino,0.630
SE,1988,DJF,snow_depth,37.351,10.445,5.404,4,elnino,0.630
SE,1988,DJF,snow_max,71.500,19.315,17.082,4,elnino,0.630
SE,1988,DJF,thaw_days,45.155,-0.282,4.605,6,elnino,0.630
SE,1988,DJF,tmax_mean,-1.694,-0.381,0.608,6,elnino,0.630
SE,1988,DJF,tmean,-4.711,-0.052,1.142,6,elnino,0.630
SE,1988,DJF,tmin_mean,-7.778,0.217,1.623,6,elnino,0.630
SE,1988,JFM,frost_days,72.127,-0.546,-3.300,6,elnino,0.630
SE,1988,JFM,ice_days,42.830,4.433,0.065,6,elnino,0.630
SE,1988,JFM,precip,164.480,58.262,63.263,5,elnino,0.630
SE,1988,JFM,precip_days,38.200,14.841,15.698,5,elnino,0.630
SE,1988,JFM,rain_on_snow_days,4.000,1.764,2.446,4,elnino,0.630
SE,1988,JFM,snow_cover_days,91.000,6.120,4.961,4,elnino,0.630
SE,1988,JFM,snow_depth,56.240,24.675,20.411,4,elnino,0.630
SE,1988,JFM,snow_max,83.250,34.738,29.650,4,elnino,0.630
SE,1988,JFM,thaw_days,45.829,-5.195,-0.531,6,elnino,0.630
SE,1988,JFM,tmax_mean,-1.425,-1.311,-0.397,6,elnino,0.630
SE,1988,JFM,tmean,-4.199,-0.334,0.785,6,elnino,0.630
SE,1988,JFM,tmin_mean,-7.010,0.594,1.925,6,elnino,0.630
SE,1988,NDJFM,frost_days,116.095,1.671,-2.432,6,elnino,0.630
SE,1988,NDJFM,ice_days,67.006,6.985,0.825,6,elnino,0.630
SE,1988,NDJFM,precip,271.020,61.237,66.412,5,elnino,0.630
SE,1988,NDJFM,precip_days,57.600,13.857,14.999,5,elnino,0.630
SE,1988,NDJFM,rain_on_snow_days,1.000,-2.828,-1.173,2,elnino,0.630
SE,1988,NDJFM,snow_cover_days,147.500,10.621,4.110,2,elnino,0.630
SE,1988,NDJFM,snow_depth,46.377,19.395,8.114,2,elnino,0.630
SE,1988,NDJFM,snow_max,83.000,26.345,15.213,2,elnino,0.630
SE,1988,NDJFM,thaw_days,81.652,-8.098,-1.487,6,elnino,0.630
SE,1988,NDJFM,tmax_mean,-0.785,-1.079,-0.291,6,elnino,0.630
SE,1988,NDJFM,tmean,-3.697,-0.589,0.377,6,elnino,0.630
SE,1988,NDJFM,tmin_mean,-6.638,-0.130,1.016,6,elnino,0.630
SE,1989,DJF,frost_days,65.371,-7.685,-10.048,6,lanina,-1.640
SE,1989,DJF,ice_days,29.839,-14.084,-18.561,6,lanina,-1.640
SE,1989,DJF,precip,119.840,-4.719,-1.561,5,lanina,-1.640
SE,1989,DJF,precip_days,24.600,-2.149,-1.618,5,lanina,-1.640
SE,1989,DJF,rain_on_snow_days,3.940,3.038,1.982,4,lanina,-1.640
SE,1989,DJF,snow_cover_days,87.124,1.159,1.845,4,lanina,-1.640
SE,1989,DJF,snow_depth,27.550,-2.650,-4.328,4,lanina,-1.640
SE,1989,DJF,snow_max,53.500,1.315,-0.922,4,lanina,-1.640
SE,1989,DJF,thaw_days,59.161,13.724,18.419,6,lanina,-1.640
SE,1989,DJF,tmax_mean,0.950,2.264,3.215,6,lanina,-1.640
SE,1989,DJF,tmean,-2.707,1.952,3.099,6,lanina,-1.640
SE,1989,DJF,tmin_mean,-6.360,1.635,2.983,6,lanina,-1.640
SE,1989,JFM,frost_days,55.346,-17.327,-19.912,6,lanina,-1.640
SE,1989,JFM,ice_days,16.167,-22.230,-26.392,6,lanina,-1.640
SE,1989,JFM,precip,126.700,20.482,25.063,5,lanina,-1.640
SE,1989,JFM,precip_days,24.600,1.241,2.050,5,lanina,-1.640
SE,1989,JFM,rain_on_snow_days,6.500,3.191,3.968,2,lanina,-1.640
SE,1989,JFM,snow_cover_days,90.000,2.592,1.586,2,lanina,-1.640
SE,1989,JFM,snow_depth,32.039,-1.504,-6.495,2,lanina,-1.640
SE,1989,JFM,snow_max,51.500,-3.219,-8.712,2,lanina,-1.640
SE,1989,JFM,thaw_days,73.167,22.142,26.585,6,lanina,-1.640
SE,1989,JFM,tmax_mean,3.064,3.178,4.051,6,lanina,-1.640
SE,1989,JFM,tmean,-0.270,3.594,4.662,6,lanina,-1.640
SE,1989,JFM,tmin_mean,-3.603,4.001,5.268,6,lanina,-1.640
SE,1989,NDJFM,frost_days,107.756,-6.667,-10.534,6,lanina,-1.640
SE,1989,NDJFM,ice_days,44.511,-15.510,-21.411,6,lanina,-1.640
SE,1989,NDJFM,precip,186.540,-23.243,-18.495,5,lanina,-1.640
SE,1989,NDJFM,precip_days,38.200,-5.543,-4.464,5,lanina,-1.640
SE,1989,NDJFM,thaw_days,104.989,15.239,21.566,6,lanina,-1.640
SE,1989,NDJFM,tmax_mean,1.399,1.105,1.859,6,lanina,-1.640
SE,1989,NDJFM,tmean,-2.139,0.970,1.891,6,lanina,-1.640
SE,1989,NDJFM,tmin_mean,-5.680,0.829,1.921,6,lanina,-1.640
SE,1990,DJF,frost_days,62.667,-10.389,-12.622,6,neutral,0.180
SE,1990,DJF,ice_days,34.000,-9.923,-14.221,6,neutral,0.180
SE,1990,DJF,precip,164.380,39.821,42.582,5,neutral,0.180
SE,1990,DJF,precip_days,33.000,6.251,6.732,5,neutral,0.180
SE,1990,DJF,rain_on_snow_days,4.176,0.836,1.573,3,neutral,0.180
SE,1990,DJF,snow_cover_days,84.763,0.090,1.251,3,neutral,0.180
SE,1990,DJF,snow_depth,18.566,-4.705,-8.740,3,neutral,0.180
SE,1990,DJF,snow_max,43.667,-1.685,-7.588,3,neutral,0.180
SE,1990,DJF,thaw_days,54.833,9.396,13.899,6,neutral,0.180
SE,1990,DJF,tmax_mean,-0.203,1.111,2.025,6,neutral,0.180
SE,1990,DJF,tmean,-3.323,1.336,2.435,6,neutral,0.180
SE,1990,DJF,tmin_mean,-6.439,1.556,2.847,6,neutral,0.180
SE,1990,JFM,frost_days,55.333,-17.340,-19.755,6,neutral,0.180
SE,1990,JFM,ice_days,22.333,-16.064,-20.020,6,neutral,0.180
SE,1990,JFM,precip,158.800,52.582,56.743,5,neutral,0.180
SE,1990,JFM,precip_days,32.200,8.841,9.601,5,neutral,0.180
SE,1990,JFM,rain_on_snow_days,3.085,1.700,2.345,2,neutral,0.180
SE,1990,JFM,snow_cover_days,90.000,0.267,0.197,2,neutral,0.180
SE,1990,JFM,snow_depth,40.632,-9.430,-13.599,2,neutral,0.180
SE,1990,JFM,snow_max,64.000,0.267,-3.908,2,neutral,0.180
SE,1990,JFM,thaw_days,66.833,15.809,20.031,6,neutral,0.180
SE,1990,JFM,tmax_mean,2.514,2.628,3.461,6,neutral,0.180
SE,1990,JFM,tmean,-0.816,3.049,4.064,6,neutral,0.180
SE,1990,JFM,tmin_mean,-4.143,3.461,4.664,6,neutral,0.180
SE,1990,NDJFM,frost_days,98.167,-16.257,-19.886,6,neutral,0.180
SE,1990,NDJFM,ice_days,44.500,-15.521,-21.163,6,neutral,0.180
SE,1990,NDJFM,precip,231.060,21.277,25.597,5,neutral,0.180
SE,1990,NDJFM,precip_days,48.000,4.257,5.274,5,neutral,0.180
SE,1990,NDJFM,thaw_days,104.500,14.750,20.793,6,neutral,0.180
SE,1990,NDJFM,tmax_mean,1.668,1.375,2.092,6,neutral,0.180
SE,1990,NDJFM,tmean,-1.644,1.464,2.342,6,neutral,0.180
SE,1990,NDJFM,tmin_mean,-4.954,1.554,2.594,6,neutral,0.180
SE,1991,DJF,frost_days,73.833,0.778,-1.324,6,neutral,0.350
SE,1991,DJF,ice_days,42.167,-1.756,-5.874,6,neutral,0.350
SE,1991,DJF,precip,98.480,-26.079,-23.716,5,neutral,0.350
SE,1991,DJF,precip_days,22.400,-4.349,-3.919,5,neutral,0.350
SE,1991,DJF,rain_on_snow_days,3.000,0.158,0.569,2,neutral,0.350
SE,1991,DJF,snow_cover_days,90.000,6.912,5.811,2,neutral,0.350
SE,1991,DJF,snow_depth,25.928,1.735,-1.287,2,neutral,0.350
SE,1991,DJF,snow_max,47.000,0.315,-3.026,2,neutral,0.350
SE,1991,DJF,thaw_days,47.000,1.563,5.873,6,neutral,0.350
SE,1991,DJF,tmax_mean,-1.053,0.261,1.139,6,neutral,0.350
SE,1991,DJF,tmean,-4.531,0.128,1.180,6,neutral,0.350
SE,1991,DJF,tmin_mean,-8.008,-0.013,1.220,6,neutral,0.350
SE,1991,JFM,frost_days,71.667,-1.007,-3.252,6,neutral,0.350
SE,1991,JFM,ice_days,41.333,2.937,-0.815,6,neutral,0.350
SE,1991,JFM,precip,117.680,11.462,15.202,5,neutral,0.350
SE,1991,JFM,precip_days,24.200,0.841,1.553,5,neutral,0.350
SE,1991,JFM,rain_on_snow_days,4.141,0.571,1.174,3,neutral,0.350
SE,1991,JFM,snow_cover_days,87.831,2.951,2.104,3,neutral,0.350
SE,1991,JFM,snow_depth,26.869,-3.284,-7.076,3,neutral,0.350
SE,1991,JFM,snow_max,41.333,-8.262,-12.872,3,neutral,0.350
SE,1991,JFM,thaw_days,47.833,-3.191,0.811,6,neutral,0.350
SE,1991,JFM,tmax_mean,-0.738,-0.625,0.168,6,neutral,0.350
SE,1991,JFM,tmean,-4.264,-0.399,0.564,6,neutral,0.350
SE,1991,JFM,tmin_mean,-7.788,-0.184,0.956,6,neutral,0.350
SE,1991,NDJFM,frost_days,115.500,1.077,-2.317,6,neutral,0.350
SE,1991,NDJFM,ice_days,59.833,-0.188,-5.570,6,neutral,0.350
SE,1991,NDJFM,precip,197.840,-11.943,-8.051,5,neutral,0.350
SE,1991,NDJFM,precip_days,42.800,-0.943,0.011,5,neutral,0.350
SE,1991,NDJFM,rain_on_snow_days,6.275,0.172,1.921,2,neutral,0.350
SE,1991,NDJFM,snow_cover_days,143.303,8.621,19.281,2,neutral,0.350
SE,1991,NDJFM,snow_depth,24.999,-0.277,0.619,2,neutral,0.350
SE,1991,NDJFM,snow_max,50.500,-4.655,-2.592,2,neutral,0.350
SE,1991,NDJFM,thaw_days,89.333,-0.416,5.342,6,neutral,0.350
SE,1991,NDJFM,tmax_mean,0.038,-0.256,0.428,6,neutral,0.350
SE,1991,NDJFM,tmean,-3.341,-0.233,0.601,6,neutral,0.350
SE,1991,NDJFM,tmin_mean,-6.718,-0.210,0.777,6,neutral,0.350
SE,1992,DJF,frost_days,71.833,-1.222,-3.194,6,elnino,1.540
SE,1992,DJF,ice_days,26.333,-17.590,-21.528,6,elnino,1.540
SE,1992,DJF,precip,64.400,-60.159,-58.193,5,elnino,1.540
SE,1992,DJF,precip_days,16.400,-10.349,-9.969,5,elnino,1.540
SE,1992,DJF,thaw_days,63.500,18.063,22.181,6,elnino,1.540
SE,1992,DJF,tmax_mean,1.677,2.990,3.831,6,elnino,1.540
SE,1992,DJF,tmean,-1.945,2.714,3.719,6,elnino,1.540
SE,1992,DJF,tmin_mean,-5.565,2.430,3.606,6,elnino,1.540
SE,1992,JFM,frost_days,65.833,-6.840,-8.916,6,elnino,1.540
SE,1992,JFM,ice_days,21.167,-17.230,-20.776,6,elnino,1.540
SE,1992,JFM,precip,70.580,-35.638,-32.318,5,elnino,1.540
SE,1992,JFM,precip_days,17.000,-6.359,-5.696,5,elnino,1.540
SE,1992,JFM,thaw_days,68.667,17.642,21.424,6,elnino,1.540
SE,1992,JFM,tmax_mean,2.519,2.633,3.385,6,elnino,1.540
SE,1992,JFM,tmean,-0.957,2.908,3.819,6,elnino,1.540
SE,1992,JFM,tmin_mean,-4.431,3.173,4.248,6,elnino,1.540
SE,1992,NDJFM,frost_days,105.833,-8.590,-11.746,6,elnino,1.540
SE,1992,NDJFM,ice_days,36.167,-23.855,-28.978,6,elnino,1.540
SE,1992,NDJFM,precip,144.840,-64.943,-61.478,5,elnino,1.540
SE,1992,NDJFM,precip_days,33.400,-10.343,-9.451,5,elnino,1.540
SE,1992,NDJFM,thaw_days,114.000,24.250,29.725,6,elnino,1.540
SE,1992,NDJFM,tmax_mean,2.384,2.090,2.739,6,elnino,1.540
SE,1992,NDJFM,tmean,-0.986,2.122,2.913,6,elnino,1.540
SE,1992,NDJFM,tmin_mean,-4.357,2.151,3.086,6,elnino,1.540
SE,1993,DJF,frost_days,71.161,-1.895,-3.735,6,neutral,0.130
SE,1993,DJF,ice_days,31.333,-12.590,-16.348,6,neutral,0.130
SE,1993,DJF,precip,76.020,-48.539,-46.970,5,neutral,0.130
SE,1993,DJF,precip_days,18.600,-8.149,-7.819,5,neutral,0.130
SE,1993,DJF,thaw_days,58.000,12.563,16.489,6,neutral,0.130
SE,1993,DJF,tmax_mean,0.950,2.264,3.067,6,neutral,0.130
SE,1993,DJF,tmean,-2.390,2.269,3.226,6,neutral,0.130
SE,1993,DJF,tmin_mean,-5.724,2.271,3.389,6,neutral,0.130
SE,1993,JFM,frost_days,72.833,0.160,-1.746,6,neutral,0.130
SE,1993,JFM,ice_days,28.667,-9.730,-13.070,6,neutral,0.130
SE,1993,JFM,precip,71.840,-34.378,-31.478,5,neutral,0.130
SE,1993,JFM,precip_days,18.200,-5.159,-4.545,5,neutral,0.130
SE,1993,JFM,thaw_days,60.500,9.475,13.036,6,neutral,0.130
SE,1993,JFM,tmax_mean,1.551,1.665,2.377,6,neutral,0.130
SE,1993,JFM,tmean,-2.297,1.568,2.427,6,neutral,0.130
SE,1993,JFM,tmin_mean,-6.148,1.456,2.468,6,neutral,0.130
SE,1993,NDJFM,frost_days,116.660,2.237,-0.683,6,neutral,0.130
SE,1993,NDJFM,ice_days,47.584,-12.437,-17.301,6,neutral,0.130
SE,1993,NDJFM,precip,212.220,2.437,5.474,5,neutral,0.130
SE,1993,NDJFM,precip_days,41.400,-2.343,-1.513,5,neutral,0.130
SE,1993,NDJFM,thaw_days,102.412,12.662,17.853,6,neutral,0.130
SE,1993,NDJFM,tmax_mean,1.482,1.188,1.802,6,neutral,0.130
SE,1993,NDJFM,tmean,-1.984,1.124,1.871,6,neutral,0.130
SE,1993,NDJFM,tmin_mean,-5.443,1.066,1.947,6,neutral,0.130
SE,1994,DJF,frost_days,80.667,7.611,5.901,6,neutral,0.070
SE,1994,DJF,ice_days,60.500,16.577,12.999,6,neutral,0.070
SE,1994,DJF,precip,161.260,36.701,37.872,5,neutral,0.070
SE,1994,DJF,precip_days,26.400,-0.349,-0.069,5,neutral,0.070
SE,1994,DJF,rain_on_snow_days,1.500,-1.342,-0.990,2,neutral,0.070
SE,1994,DJF,snow_cover_days,88.000,4.912,3.981,2,neutral,0.070
SE,1994,DJF,snow_depth,38.133,13.941,11.306,2,neutral,0.070
SE,1994,DJF,snow_max,58.500,11.815,8.815,2,neutral,0.070
SE,1994,DJF,thaw_days,28.500,-16.937,-13.203,6,neutral,0.070
SE,1994,DJF,tmax_mean,-4.151,-2.837,-2.071,6,neutral,0.070
SE,1994,DJF,tmean,-7.787,-3.128,-2.217,6,neutral,0.070
SE,1994,DJF,tmin_mean,-11.424,-3.429,-2.369,6,neutral,0.070
SE,1994,JFM,frost_days,79.333,6.660,4.923,6,neutral,0.070
SE,1994,JFM,ice_days,52.667,14.270,11.136,6,neutral,0.070
SE,1994,JFM,precip,109.700,3.482,5.961,5,neutral,0.070
SE,1994,JFM,precip_days,21.200,-2.159,-1.593,5,neutral,0.070
SE,1994,JFM,rain_on_snow_days,2.333,-1.236,-0.713,3,neutral,0.070
SE,1994,JFM,snow_cover_days,90.000,5.120,4.585,3,neutral,0.070
SE,1994,JFM,snow_depth,51.170,21.018,17.699,3,neutral,0.070
SE,1994,JFM,snow_max,65.667,16.072,11.940,3,neutral,0.070
SE,1994,JFM,thaw_days,36.333,-14.691,-11.351,6,neutral,0.070
SE,1994,JFM,tmax_mean,-2.786,-2.671,-2.000,6,neutral,0.070
