level,unit,season,metric,variant,g1,g2,n1,n2,diff,ci_lo,ci_hi,p_perm,p_welch,p_mwu,cohen_d
site,fmi_101462,JFM,precip,value,lanina,neutral,9,16,13.8951,-8.6663,37.6975,0.2521,0.2923,0.2949,0.4865
site,fmi_101462,JFM,precip,anom_dt,elnino,neutral,10,16,7.0194,-13.9927,26.9913,0.5329,0.5359,0.4447,0.2550
site,fmi_101462,JFM,precip,anom_dt,lanina,neutral,9,16,13.7832,-9.7893,37.3202,0.2599,0.2920,0.2696,0.4755
site,fmi_101462,JFM,precip_days,value,elnino,neutral,10,16,1.5000,-4.3147,7.3500,0.6171,0.6283,0.5972,0.2116
site,fmi_101462,JFM,precip_days,value,lanina,neutral,9,16,3.2222,-2.9378,9.2368,0.2921,0.3425,0.3949,0.4477
site,fmi_101462,JFM,precip_days,anom_dt,elnino,neutral,10,16,1.0997,-4.0317,6.1565,0.6835,0.6912,0.5800,0.1651
site,fmi_101462,JFM,precip_days,anom_dt,lanina,neutral,9,16,3.2059,-2.7587,9.5114,0.3095,0.3525,0.4117,0.4366
site,fmi_101462,JFM,rain_on_snow_days,value,elnino,neutral,10,16,0.4875,-1.4375,2.3750,0.6993,0.6369,0.6509,0.1894
site,fmi_101462,JFM,rain_on_snow_days,value,lanina,neutral,9,16,0.6875,-1.9653,3.4861,0.6515,0.6525,0.8416,0.2158
site,fmi_101462,JFM,rain_on_snow_days,anom_dt,elnino,neutral,10,16,0.3976,-1.4715,2.1453,0.7007,0.6812,0.5800,0.1569
site,fmi_101462,JFM,rain_on_snow_days,anom_dt,lanina,neutral,9,16,0.6840,-1.9584,3.5381,0.6119,0.6562,0.8874,0.2107
site,fmi_101462,JFM,snow_cover_days,value,elnino,neutral,10,16,-0.0500,-8.3125,8.7138,1.0000,0.9912,0.6720,-0.0043
site,fmi_101462,JFM,snow_cover_days,value,lanina,neutral,9,16,-2.3611,-14.4453,8.9521,0.7189,0.7177,0.9765,-0.1688
site,fmi_101462,JFM,snow_cover_days,anom_dt,elnino,neutral,10,16,0.7221,-7.3494,8.9429,0.8646,0.8708,0.8536,0.0663
site,fmi_101462,JFM,snow_cover_days,anom_dt,lanina,neutral,9,16,-2.3297,-14.1890,7.4597,0.6701,0.7084,0.9323,-0.1784
site,fmi_101462,JFM,snow_depth,value,elnino,neutral,10,16,-4.6861,-19.8514,10.5948,0.5585,0.5677,0.5100,-0.2337
site,fmi_101462,JFM,snow_depth,value,lanina,neutral,9,16,-3.9830,-17.8025,10.6469,0.6121,0.6052,0.6304,-0.2085
site,fmi_101462,JFM,snow_depth,anom_dt,elnino,neutral,10,16,-3.9398,-18.6665,10.9553,0.6127,0.6237,0.5444,-0.2019
site,fmi_101462,JFM,snow_depth,anom_dt,lanina,neutral,9,16,-3.9526,-17.8018,10.4283,0.6085,0.6076,0.7129,-0.2110
site,fmi_101462,JFM,snow_max,value,elnino,neutral,10,16,-4.8625,-20.7659,11.0753,0.5703,0.5736,0.6732,-0.2337
site,fmi_101462,JFM,snow_max,value,lanina,neutral,9,16,0.7153,-13.6460,15.5141,0.9298,0.9283,0.8207,0.0366
site,fmi_101462,JFM,snow_max,anom_dt,elnino,neutral,10,16,-3.9829,-19.4307,11.6842,0.6197,0.6368,0.7719,-0.1984
site,fmi_101462,JFM,snow_max,anom_dt,lanina,neutral,9,16,0.7512,-14.1681,14.7670,0.9238,0.9249,0.9323,0.0394
site,fmi_101462,JFM,thaw_days,value,super,elnino,2,18,7.1111,-2.4423,16.6645,0.6273,0.1349,0.4882,0.3826
site,fmi_101462,JFM,thaw_days,value,super,neutral,2,23,12.5435,5.7535,19.3334,0.3111,0.0009,0.3932,0.8248
site,fmi_101462,JFM,thaw_days,value,elnino,neutral,18,23,5.4324,-5.1377,15.9277,0.3167,0.3352,0.4455,0.3158
site,fmi_101462,JFM,thaw_days,value,super,lanina,2,19,9.2960,1.1888,17.4032,0.5131,0.0269,0.4354,0.5714
site,fmi_101462,JFM,thaw_days,value,lanina,neutral,19,23,3.2475,-6.4417,12.9941,0.5103,0.5218,0.5858,0.2019
site,fmi_101462,JFM,thaw_days,anom,super,elnino,2,18,7.1111,-2.4423,16.6645,0.6377,0.1349,0.4882,0.3826
site,fmi_101462,JFM,thaw_days,anom,super,neutral,2,23,12.5435,5.7535,19.3334,0.3205,0.0009,0.3932,0.8248
site,fmi_101462,JFM,thaw_days,anom,elnino,neutral,18,23,5.4324,-5.0702,15.9644,0.3167,0.3352,0.4455,0.3158
site,fmi_101462,JFM,thaw_days,anom,super,lanina,2,19,9.2960,1.1888,17.4032,0.5203,0.0269,0.4354,0.5714
site,fmi_101462,JFM,thaw_days,anom,lanina,neutral,19,23,3.2475,-6.1972,12.9181,0.5251,0.5218,0.5858,0.2019
site,fmi_101462,JFM,thaw_days,anom_dt,super,elnino,2,18,5.3471,-15.4744,26.1686,0.6621,0.4580,0.5895,0.3262
site,fmi_101462,JFM,thaw_days,anom_dt,super,neutral,2,23,8.9108,-17.6940,35.5155,0.4189,0.2633,0.3733,0.6694
site,fmi_101462,JFM,thaw_days,anom_dt,elnino,neutral,18,23,3.5636,-5.5725,12.5634,0.4619,0.4687,0.4540,0.2370
site,fmi_101462,JFM,thaw_days,anom_dt,super,lanina,2,19,7.9539,-12.7816,28.6894,0.5365,0.2978,0.3429,0.4690
site,fmi_101462,JFM,thaw_days,anom_dt,lanina,neutral,19,23,0.9568,-8.0897,10.5965,0.8316,0.8457,0.9195,0.0623
site,fmi_101462,JFM,tmax_mean,value,super,elnino,2,18,0.6485,-0.9408,2.2378,0.7636,0.4014,0.8526,0.2090
site,fmi_101462,JFM,tmax_mean,value,super,neutral,2,23,0.8330,-0.1442,1.8101,0.6275,0.0910,0.6667,0.3782
site,fmi_101462,JFM,tmax_mean,value,elnino,neutral,18,23,0.1845,-1.5265,1.8267,0.8358,0.8367,0.5722,0.0683
site,fmi_101462,JFM,tmax_mean,value,super,lanina,2,19,0.2441,-0.9228,1.4109,0.8822,0.6658,0.6095,0.1038
site,fmi_101462,JFM,tmax_mean,value,lanina,neutral,19,23,0.5889,-0.8193,1.9469,0.4317,0.4226,0.2451,0.2531
site,fmi_101462,JFM,tmax_mean,anom,super,elnino,2,18,0.6483,-0.9408,2.2375,0.7574,0.4015,0.8526,0.2090
site,fmi_101462,JFM,tmax_mean,anom,super,neutral,2,23,0.8328,-0.1443,1.8099,0.6265,0.0910,0.6667,0.3782
site,fmi_101462,JFM,tmax_mean,anom,elnino,neutral,18,23,0.1845,-1.5215,1.9010,0.8280,0.8366,0.5722,0.0683
site,fmi_101462,JFM,tmax_mean,anom,super,lanina,2,19,0.2440,-0.9228,1.4108,0.8892,0.6659,0.6095,0.1038
site,fmi_101462,JFM,tmax_mean,anom,lanina,neutral,19,23,0.5888,-0.8167,1.8811,0.4231,0.4227,0.2451,0.2531
site,fmi_101462,JFM,tmax_mean,anom_dt,super,elnino,2,18,0.3788,-3.3850,4.1425,0.8456,0.7549,0.9474,0.1334
site,fmi_101462,JFM,tmax_mean,anom_dt,super,neutral,2,23,0.2779,-5.5153,6.0712,0.8594,0.8038,0.7333,0.1481
site,fmi_101462,JFM,tmax_mean,anom_dt,elnino,neutral,18,23,-0.1009,-1.6612,1.3964,0.8928,0.8996,0.8851,-0.0422
site,fmi_101462,JFM,tmax_mean,anom_dt,super,lanina,2,19,0.0389,-4.2690,4.3469,0.9918,0.9730,1.0000,0.0162
site,fmi_101462,JFM,tmax_mean,anom_dt,lanina,neutral,19,23,0.2390,-1.1050,1.5078,0.7225,0.7312,0.5112,0.1101
site,fmi_101462,JFM,tmean,value,super,elnino,2,18,0.6652,-1.1782,2.5086,0.7658,0.4577,0.7579,0.1860
site,fmi_101462,JFM,tmean,value,super,neutral,2,23,0.8847,-0.2724,2.0418,0.6503,0.1274,0.6667,0.3456
site,fmi_101462,JFM,tmean,value,elnino,neutral,18,23,0.2195,-1.7494,2.1125,0.8290,0.8318,0.5370,0.0702
site,fmi_101462,JFM,tmean,value,super,lanina,2,19,0.1890,-1.2026,1.5806,0.9280,0.7792,0.7714,0.0682
site,fmi_101462,JFM,tmean,value,lanina,neutral,19,23,0.6957,-0.9444,2.2714,0.4087,0.4189,0.2349,0.2555
site,fmi_101462,JFM,tmean,anom,super,elnino,2,18,0.6651,-1.1784,2.5085,0.7516,0.4577,0.7579,0.1860
site,fmi_101462,JFM,tmean,anom,super,neutral,2,23,0.8844,-0.2726,2.0414,0.6493,0.1275,0.6667,0.3455
site,fmi_101462,JFM,tmean,anom,elnino,neutral,18,23,0.2194,-1.7263,2.0923,0.8120,0.8320,0.5370,0.0702
site,fmi_101462,JFM,tmean,anom,super,lanina,2,19,0.1887,-1.2030,1.5803,0.9326,0.7796,0.7714,0.0681
site,fmi_101462,JFM,tmean,anom,lanina,neutral,19,23,0.6958,-0.9553,2.2700,0.4259,0.4189,0.2349,0.2555
site,fmi_101462,JFM,tmean,anom_dt,super,elnino,2,18,0.3477,-3.0401,3.7355,0.8982,0.7789,0.9474,0.1064
site,fmi_101462,JFM,tmean,anom_dt,super,neutral,2,23,0.2308,-4.6719,5.1335,0.9122,0.8339,0.8800,0.1074
site,fmi_101462,JFM,tmean,anom_dt,elnino,neutral,18,23,-0.1169,-1.8093,1.5948,0.8916,0.8989,0.8438,-0.0425
site,fmi_101462,JFM,tmean,anom_dt,super,lanina,2,19,-0.0524,-3.7178,3.6129,0.9670,0.9642,1.0000,-0.0185
site,fmi_101462,JFM,tmean,anom_dt,lanina,neutral,19,23,0.2833,-1.2669,1.8063,0.7205,0.7278,0.6133,0.1118
site,fmi_101462,JFM,tmin_mean,value,super,elnino,2,18,0.8088,-1.4329,3.0506,0.7762,0.4582,0.7579,0.1887
site,fmi_101462,JFM,tmin_mean,value,super,neutral,2,23,1.1835,-0.3192,2.6862,0.6185,0.1163,0.6667,0.3705
site,fmi_101462,JFM,tmin_mean,value,elnino,neutral,18,23,0.3746,-2.1496,2.6412,0.7554,0.7651,0.5722,0.0984
site,fmi_101462,JFM,tmin_mean,value,super,lanina,2,19,0.3552,-1.2916,2.0020,0.8630,0.6562,0.7714,0.1120
site,fmi_101462,JFM,tmin_mean,value,lanina,neutral,19,23,0.8283,-1.1151,2.7301,0.4215,0.4176,0.2662,0.2540
site,fmi_101462,JFM,tmin_mean,anom,super,elnino,2,18,0.8093,-1.4324,3.0511,0.7612,0.4580,0.7579,0.1888
site,fmi_101462,JFM,tmin_mean,anom,super,neutral,2,23,1.1836,-0.3190,2.6863,0.6249,0.1162,0.6667,0.3706
site,fmi_101462,JFM,tmin_mean,anom,elnino,neutral,18,23,0.3743,-2.0441,2.7728,0.7604,0.7653,0.5722,0.0983
site,fmi_101462,JFM,tmin_mean,anom,super,lanina,2,19,0.3554,-1.2914,2.0022,0.8516,0.6560,0.7714,0.1121
site,fmi_101462,JFM,tmin_mean,anom,lanina,neutral,19,23,0.8282,-1.1660,2.7392,0.4169,0.4176,0.2662,0.2540
site,fmi_101462,JFM,tmin_mean,anom_dt,super,elnino,2,18,0.4057,-3.5168,4.3282,0.8968,0.7805,0.9474,0.1041
site,fmi_101462,JFM,tmin_mean,anom_dt,super,neutral,2,23,0.3532,-5.1948,5.9011,0.8404,0.7851,0.8067,0.1361
site,fmi_101462,JFM,tmin_mean,anom_dt,elnino,neutral,18,23,-0.0526,-2.1181,2.0388,0.9638,0.9619,0.7827,-0.0159
site,fmi_101462,JFM,tmin_mean,anom_dt,super,lanina,2,19,0.0482,-4.2375,4.3339,0.9682,0.9718,1.0000,0.0146
site,fmi_101462,JFM,tmin_mean,anom_dt,lanina,neutral,19,23,0.3050,-1.5485,2.0714,0.7349,0.7499,0.8398,0.1020
site,fmi_101462,NDJFM,frost_days,value,super,elnino,2,18,-9.4867,-48.2991,29.3258,0.3277,0.3249,0.4118,-0.7674
site,fmi_101462,NDJFM,frost_days,value,super,neutral,2,23,-12.2696,-53.5383,28.9991,0.2038,0.2485,0.1200,-0.9438
site,fmi_101462,NDJFM,frost_days,value,elnino,neutral,18,23,-2.7829,-10.5049,4.9214,0.4955,0.4948,0.3051,-0.2157
site,fmi_101462,NDJFM,frost_days,value,super,lanina,2,18,-12.3074,-60.7865,36.1718,0.1028,0.2590,0.1143,-1.3111
site,fmi_101462,NDJFM,frost_days,value,lanina,neutral,18,23,0.0378,-6.5300,7.0394,0.9914,0.9915,0.9476,0.0032
site,fmi_101462,NDJFM,frost_days,anom,super,elnino,2,18,-9.4867,-48.2991,29.3258,0.3127,0.3249,0.4118,-0.7674
site,fmi_101462,NDJFM,frost_days,anom,super,neutral,2,23,-12.2696,-53.5383,28.9991,0.2044,0.2485,0.1200,-0.9438
site,fmi_101462,NDJFM,frost_days,anom,elnino,neutral,18,23,-2.7829,-10.4932,5.0380,0.5043,0.4948,0.3051,-0.2157
site,fmi_101462,NDJFM,frost_days,anom,super,lanina,2,18,-12.3075,-60.7870,36.1720,0.0974,0.2590,0.1143,-1.3111
site,fmi_101462,NDJFM,frost_days,anom,lanina,neutral,18,23,0.0379,-6.7476,6.8581,0.9902,0.9915,0.9476,0.0032
site,fmi_101462,NDJFM,frost_days,anom_dt,super,elnino,2,18,-7.9910,-14.7458,-1.2362,0.3697,0.0246,0.3789,-0.7281
site,fmi_101462,NDJFM,frost_days,anom_dt,super,neutral,2,23,-9.1894,-15.5426,-2.8362,0.2615,0.0093,0.1333,-0.8165
site,fmi_101462,NDJFM,frost_days,anom_dt,elnino,neutral,18,23,-1.1984,-7.8995,5.6833,0.7353,0.7397,0.6270,-0.1051
site,fmi_101462,NDJFM,frost_days,anom_dt,super,lanina,2,18,-10.9176,-17.0103,-4.8249,0.1216,0.0039,0.1684,-1.2753
site,fmi_101462,NDJFM,frost_days,anom_dt,lanina,neutral,18,23,1.7282,-4.4375,7.8665,0.6193,0.5887,0.6839,0.1661
site,fmi_101462,NDJFM,ice_days,value,super,elnino,2,18,-21.9026,-35.9115,-7.8938,0.3129,0.0041,0.3789,-0.8175
site,fmi_101462,NDJFM,ice_days,value,super,neutral,2,23,-29.5286,-39.4547,-19.6024,0.0560,0.0000,0.0980,-1.3871
site,fmi_101462,NDJFM,ice_days,value,elnino,neutral,18,23,-7.6260,-22.6032,7.5850,0.3345,0.3431,0.2529,-0.3118
site,fmi_101462,NDJFM,ice_days,value,super,lanina,2,18,-22.1130,-31.2407,-12.9853,0.0934,0.0001,0.1472,-1.3234
site,fmi_101462,NDJFM,ice_days,value,lanina,neutral,18,23,-7.4156,-18.7368,4.0695,0.2418,0.2301,0.2422,-0.3727
site,fmi_101462,NDJFM,ice_days,anom,super,elnino,2,18,-21.9026,-35.9115,-7.8938,0.3227,0.0041,0.3789,-0.8175
site,fmi_101462,NDJFM,ice_days,anom,super,neutral,2,23,-29.5286,-39.4547,-19.6024,0.0534,0.0000,0.0980,-1.3871
site,fmi_101462,NDJFM,ice_days,anom,elnino,neutral,18,23,-7.6260,-22.9075,7.8023,0.3281,0.3431,0.2529,-0.3118
site,fmi_101462,NDJFM,ice_days,anom,super,lanina,2,18,-22.1130,-31.2407,-12.9853,0.0902,0.0001,0.1472,-1.3234
site,fmi_101462,NDJFM,ice_days,anom,lanina,neutral,18,23,-7.4156,-18.9223,3.9388,0.2356,0.2301,0.2422,-0.3727
site,fmi_101462,NDJFM,ice_days,anom_dt,super,elnino,2,18,-19.0426,-49.7018,11.6167,0.3263,0.1376,0.3789,-0.7816
site,fmi_101462,NDJFM,ice_days,anom_dt,super,neutral,2,23,-23.6390,-67.4554,20.1774,0.0772,0.1258,0.1067,-1.3622
site,fmi_101462,NDJFM,ice_days,anom_dt,elnino,neutral,18,23,-4.5964,-17.7075,8.7236,0.4873,0.5126,0.5722,-0.2176
site,fmi_101462,NDJFM,ice_days,anom_dt,super,lanina,2,18,-19.4552,-59.2971,20.3866,0.1208,0.1563,0.1263,-1.1368
site,fmi_101462,NDJFM,ice_days,anom_dt,lanina,neutral,18,23,-4.1838,-15.4477,5.9231,0.4475,0.4527,0.5722,-0.2385
site,fmi_101462,NDJFM,precip,value,elnino,neutral,10,16,-7.2193,-45.5314,30.1596,0.7285,0.7309,0.8125,-0.1461
site,fmi_101462,NDJFM,precip,value,lanina,neutral,9,16,-3.6438,-40.2323,31.6664,0.8466,0.8536,0.9098,-0.0783
site,fmi_101462,NDJFM,precip,anom_dt,elnino,neutral,10,16,-10.8216,-42.5020,19.3231,0.5473,0.5362,0.6926,-0.2437
site,fmi_101462,NDJFM,precip,anom_dt,lanina,neutral,9,16,-3.7909,-41.2921,33.5614,0.8448,0.8521,0.9774,-0.0798
site,fmi_101462,NDJFM,precip_days,value,elnino,neutral,10,16,1.6105,-6.2128,9.6493,0.7079,0.7089,0.6540,0.1556
site,fmi_101462,NDJFM,precip_days,value,lanina,neutral,9,16,3.4438,-4.2113,11.6011,0.4275,0.4239,0.5146,0.3420
site,fmi_101462,NDJFM,precip_days,anom_dt,elnino,neutral,10,16,1.1703,-6.2333,8.0695,0.7670,0.7655,0.6166,0.1184
site,fmi_101462,NDJFM,precip_days,anom_dt,lanina,neutral,9,16,3.4257,-4.4772,11.8278,0.4333,0.4453,0.5150,0.3289
site,fmi_101462,NDJFM,rain_on_snow_days,value,elnino,neutral,10,16,-0.4258,-2.8883,2.0617,0.7371,0.7463,0.7100,-0.1306
site,fmi_101462,NDJFM,rain_on_snow_days,value,lanina,neutral,9,16,1.0409,-1.8820,3.8240,0.5059,0.5083,0.5696,0.2953
site,fmi_101462,NDJFM,rain_on_snow_days,anom_dt,elnino,neutral,10,16,-0.6028,-2.8011,1.6347,0.6191,0.6134,0.7121,-0.1947
site,fmi_101462,NDJFM,rain_on_snow_days,anom_dt,lanina,neutral,9,16,1.0337,-1.8789,3.9363,0.4967,0.5187,0.5522,0.2891
site,fmi_101462,NDJFM,snow_cover_days,value,elnino,neutral,10,16,-2.6118,-18.0745,12.4135,0.7411,0.7488,0.7120,-0.1347
site,fmi_101462,NDJFM,snow_cover_days,value,lanina,neutral,9,16,2.3882,-11.1542,14.7405,0.7451,0.7398,0.7553,0.1348
site,fmi_101462,NDJFM,snow_cover_days,anom_dt,elnino,neutral,10,16,-1.8302,-16.4739,12.5569,0.8090,0.8181,0.7719,-0.0962
site,fmi_101462,NDJFM,snow_cover_days,anom_dt,lanina,neutral,9,16,2.4200,-10.8589,15.5316,0.7293,0.7306,0.7989,0.1389
site,fmi_101462,NDJFM,snow_depth,value,elnino,neutral,10,16,-3.1872,-14.0054,7.8373,0.5967,0.6007,0.5800,-0.2150
site,fmi_101462,NDJFM,snow_depth,value,lanina,neutral,9,16,-2.3455,-12.1220,7.0619,0.6737,0.6515,0.8874,-0.1740
site,fmi_101462,NDJFM,snow_depth,anom_dt,elnino,neutral,10,16,-2.7133,-13.3314,8.5231,0.6397,0.6507,0.5444,-0.1865
site,fmi_101462,NDJFM,snow_depth,anom_dt,lanina,neutral,9,16,-2.3260,-11.8902,7.3668,0.6797,0.6540,0.9323,-0.1749
site,fmi_101462,NDJFM,snow_max,value,elnino,neutral,10,16,-5.6125,-21.6769,9.7384,0.4945,0.5085,0.5619,-0.2790
site,fmi_101462,NDJFM,snow_max,value,lanina,neutral,9,16,-0.0347,-14.5578,14.1182,1.0000,0.9964,0.8651,-0.0018
site,fmi_101462,NDJFM,snow_max,anom_dt,elnino,neutral,10,16,-4.8424,-20.3042,10.6260,0.5521,0.5604,0.7319,-0.2479
site,fmi_101462,NDJFM,snow_max,anom_dt,lanina,neutral,9,16,-0.0033,-14.4633,14.0412,0.9998,0.9997,0.9323,-0.0002
site,fmi_101462,NDJFM,thaw_days,value,super,elnino,2,18,22.6252,7.9411,37.3092,0.2893,0.0048,0.3789,0.8477
site,fmi_101462,NDJFM,thaw_days,value,super,neutral,2,23,30.3558,19.1750,41.5367,0.0512,0.0001,0.0792,1.4414
site,fmi_101462,NDJFM,thaw_days,value,elnino,neutral,18,23,7.7307,-7.8719,22.6155,0.2999,0.3337,0.2530,0.3183
site,fmi_101462,NDJFM,thaw_days,value,super,lanina,2,18,23.0045,12.3988,33.6102,0.0736,0.0008,0.1152,1.4044
site,fmi_101462,NDJFM,thaw_days,value,lanina,neutral,18,23,7.3513,-4.4839,18.6372,0.2314,0.2271,0.2697,0.3748
site,fmi_101462,NDJFM,thaw_days,anom,super,elnino,2,18,22.6252,7.9412,37.3092,0.3027,0.0048,0.3789,0.8477
site,fmi_101462,NDJFM,thaw_days,anom,super,neutral,2,23,30.3559,19.1751,41.5367,0.0530,0.0001,0.0792,1.4414
site,fmi_101462,NDJFM,thaw_days,anom,elnino,neutral,18,23,7.7306,-7.1639,23.2338,0.3135,0.3337,0.2530,0.3183
site,fmi_101462,NDJFM,thaw_days,anom,super,lanina,2,18,23.0046,12.3989,33.6102,0.0796,0.0008,0.1152,1.4044
site,fmi_101462,NDJFM,thaw_days,anom,lanina,neutral,18,23,7.3513,-3.9111,18.5305,0.2392,0.2271,0.2697,0.3748
site,fmi_101462,NDJFM,thaw_days,anom_dt,super,elnino,2,18,19.8411,-3.6617,43.3438,0.3033,0.0783,0.3789,0.8168
site,fmi_101462,NDJFM,thaw_days,anom_dt,super,neutral,2,23,24.6227,-6.1664,55.4118,0.0550,0.0743,0.0400,1.4216
site,fmi_101462,NDJFM,thaw_days,anom_dt,elnino,neutral,18,23,4.7817,-8.4186,18.1982,0.4747,0.4954,0.6085,0.2265
site,fmi_101462,NDJFM,thaw_days,anom_dt,super,lanina,2,18,20.4173,-8.1168,48.9515,0.0934,0.0943,0.1263,1.2123
site,fmi_101462,NDJFM,thaw_days,anom_dt,lanina,neutral,18,23,4.2054,-5.6733,15.2584,0.4467,0.4472,0.6270,0.2411
site,fmi_101462,NDJFM,tmax_mean,value,super,elnino,2,18,1.6632,0.1199,3.2065,0.4191,0.0370,0.5895,0.6610
site,fmi_101462,NDJFM,tmax_mean,value,super,neutral,2,23,1.9789,0.6313,3.3265,0.2024,0.0127,0.2000,1.0517
site,fmi_101462,NDJFM,tmax_mean,value,elnino,neutral,18,23,0.3157,-1.0838,1.6735,0.6551,0.6682,0.4384,0.1412
site,fmi_101462,NDJFM,tmax_mean,value,super,lanina,2,18,1.2388,-0.1525,2.6300,0.2278,0.0679,0.2105,0.8906
site,fmi_101462,NDJFM,tmax_mean,value,lanina,neutral,18,23,0.7401,-0.3210,1.7004,0.1814,0.1649,0.1846,0.4296
site,fmi_101462,NDJFM,tmax_mean,anom,super,elnino,2,18,1.6632,0.1199,3.2064,0.4089,0.0371,0.5895,0.6610
site,fmi_101462,NDJFM,tmax_mean,anom,super,neutral,2,23,1.9789,0.6313,3.3265,0.2046,0.0127,0.2000,1.0517
site,fmi_101462,NDJFM,tmax_mean,anom,elnino,neutral,18,23,0.3157,-1.0956,1.6719,0.6565,0.6682,0.4384,0.1412
site,fmi_101462,NDJFM,tmax_mean,anom,super,lanina,2,18,1.2387,-0.1525,2.6300,0.2242,0.0679,0.2105,0.8905
site,fmi_101462,NDJFM,tmax_mean,anom,lanina,neutral,18,23,0.7401,-0.2789,1.7041,0.1804,0.1649,0.1846,0.4296
site,fmi_101462,NDJFM,tmax_mean,anom_dt,super,elnino,2,18,1.4034,-0.3245,3.1314,0.4569,0.0945,0.5158,0.6032
site,fmi_101462,NDJFM,tmax_mean,anom_dt,super,neutral,2,23,1.4443,-0.5815,3.4701,0.2358,0.0980,0.2000,0.9643
site,fmi_101462,NDJFM,tmax_mean,anom_dt,elnino,neutral,18,23,0.0409,-1.2363,1.2660,0.9440,0.9501,0.7827,0.0210
site,fmi_101462,NDJFM,tmax_mean,anom_dt,super,lanina,2,18,0.9974,-1.0027,2.9975,0.3027,0.1859,0.2632,0.7388
site,fmi_101462,NDJFM,tmax_mean,anom_dt,lanina,neutral,18,23,0.4469,-0.4142,1.3056,0.3393,0.3324,0.3376,0.3052
site,fmi_101462,NDJFM,tmean,value,super,elnino,2,18,1.6888,-0.1169,3.4944,0.4385,0.0638,0.5158,0.5869
site,fmi_101462,NDJFM,tmean,value,super,neutral,2,23,2.1328,0.5093,3.7562,0.2308,0.0204,0.2400,0.9888
site,fmi_101462,NDJFM,tmean,value,elnino,neutral,18,23,0.4440,-1.1411,1.9468,0.5805,0.5986,0.4154,0.1735
site,fmi_101462,NDJFM,tmean,value,super,lanina,2,18,1.3009,-0.3694,2.9713,0.2739,0.0944,0.2632,0.7748
site,fmi_101462,NDJFM,tmean,value,lanina,neutral,18,23,0.8318,-0.3773,2.0101,0.1936,0.1825,0.2219,0.4145
site,fmi_101462,NDJFM,tmean,anom,super,elnino,2,18,1.6884,-0.1184,3.4952,0.4569,0.0640,0.5158,0.5868
site,fmi_101462,NDJFM,tmean,anom,super,neutral,2,23,2.1327,0.5071,3.7582,0.2366,0.0205,0.2400,0.9887
site,fmi_101462,NDJFM,tmean,anom,elnino,neutral,18,23,0.4443,-1.1291,2.0114,0.5811,0.5984,0.4154,0.1736
site,fmi_101462,NDJFM,tmean,anom,super,lanina,2,18,1.3007,-0.3723,2.9736,0.2749,0.0948,0.2632,0.7747
site,fmi_101462,NDJFM,tmean,anom,lanina,neutral,18,23,0.8320,-0.3570,2.0055,0.2014,0.1824,0.2219,0.4146
site,fmi_101462,NDJFM,tmean,anom_dt,super,elnino,2,18,1.3887,-0.5538,3.3313,0.5335,0.1324,0.5158,0.5243
site,fmi_101462,NDJFM,tmean,anom_dt,super,neutral,2,23,1.5148,-0.7096,3.7393,0.2827,0.1087,0.2400,0.8758
site,fmi_101462,NDJFM,tmean,anom_dt,elnino,neutral,18,23,0.1261,-1.3155,1.5706,0.8530,0.8657,0.8029,0.0565
site,fmi_101462,NDJFM,tmean,anom_dt,super,lanina,2,18,1.0221,-1.1302,3.1744,0.3681,0.2122,0.2632,0.6337
site,fmi_101462,NDJFM,tmean,anom_dt,lanina,neutral,18,23,0.4928,-0.4742,1.5307,0.3723,0.3631,0.3510,0.2874
site,fmi_101462,NDJFM,tmin_mean,value,super,elnino,2,18,1.8322,-0.2483,3.9127,0.4925,0.0786,0.5158,0.5413
site,fmi_101462,NDJFM,tmin_mean,value,super,neutral,2,23,2.4808,0.6584,4.3033,0.2354,0.0166,0.2400,0.9477
site,fmi_101462,NDJFM,tmin_mean,value,elnino,neutral,18,23,0.6486,-1.2789,2.5301,0.4885,0.5178,0.3510,0.2126
site,fmi_101462,NDJFM,tmin_mean,value,super,lanina,2,18,1.5849,-0.2656,3.4355,0.2879,0.0765,0.2632,0.7868
site,fmi_101462,NDJFM,tmin_mean,value,lanina,neutral,18,23,0.8959,-0.4923,2.3344,0.2442,0.2334,0.2994,0.3691
site,fmi_101462,NDJFM,tmin_mean,anom,super,elnino,2,18,1.8318,-0.2477,3.9113,0.4829,0.0785,0.5158,0.5411
site,fmi_101462,NDJFM,tmin_mean,anom,super,neutral,2,23,2.4803,0.6597,4.3009,0.2334,0.0165,0.2400,0.9475
site,fmi_101462,NDJFM,tmin_mean,anom,elnino,neutral,18,23,0.6485,-1.3464,2.5451,0.5079,0.5179,0.3510,0.2126
site,fmi_101462,NDJFM,tmin_mean,anom,super,lanina,2,18,1.5847,-0.2635,3.4329,0.2911,0.0763,0.2632,0.7867
site,fmi_101462,NDJFM,tmin_mean,anom,lanina,neutral,18,23,0.8956,-0.5827,2.2696,0.2472,0.2336,0.2994,0.3690
site,fmi_101462,NDJFM,tmin_mean,anom_dt,super,elnino,2,18,1.4640,-1.0541,3.9821,0.5829,0.1962,0.5158,0.4726
site,fmi_101462,NDJFM,tmin_mean,anom_dt,super,neutral,2,23,1.7231,-1.3801,4.8262,0.3089,0.1468,0.3267,0.8260
site,fmi_101462,NDJFM,tmin_mean,anom_dt,elnino,neutral,18,23,0.2591,-1.3943,1.9161,0.7514,0.7682,0.7626,0.0982
