level,unit,season,metric,variant,g1,g2,n1,n2,diff,ci_lo,ci_hi,p_perm,p_welch,p_mwu,cohen_d
site,ghcn_IC000004013,DJF,tmean,value,super,elnino,3,20,-0.1477,-1.5781,1.2827,0.8570,0.7953,0.9656,-0.1094
site,ghcn_IC000004013,DJF,tmean,value,super,neutral,3,29,-0.1830,-1.7229,1.3568,0.7764,0.7296,0.8552,-0.1682
site,ghcn_IC000004013,DJF,tmean,value,elnino,neutral,20,29,-0.0353,-0.7596,0.7206,0.9186,0.9253,0.9919,-0.0286
site,ghcn_IC000004013,DJF,tmean,value,super,lanina,3,25,-0.0308,-1.5663,1.5047,0.9584,0.9532,1.0000,-0.0301
site,ghcn_IC000004013,DJF,tmean,value,lanina,neutral,25,29,-0.1522,-0.7123,0.4245,0.6121,0.6057,0.7880,-0.1411
site,ghcn_IC000004013,DJF,tmean,anom,super,elnino,3,20,-0.1476,-1.5781,1.2829,0.8736,0.7955,0.9656,-0.1093
site,ghcn_IC000004013,DJF,tmean,anom,super,neutral,3,29,-0.1829,-1.7229,1.3571,0.7720,0.7298,0.8552,-0.1681
site,ghcn_IC000004013,DJF,tmean,anom,elnino,neutral,20,29,-0.0353,-0.7569,0.6631,0.9272,0.9253,0.9919,-0.0286
site,ghcn_IC000004013,DJF,tmean,anom,super,lanina,3,25,-0.0306,-1.5663,1.5051,0.9622,0.9535,1.0000,-0.0299
site,ghcn_IC000004013,DJF,tmean,anom,lanina,neutral,25,29,-0.1523,-0.7149,0.4110,0.6171,0.6055,0.7880,-0.1412
site,ghcn_IC000004013,DJF,tmean,anom_dt,super,elnino,3,20,-0.3038,-1.6489,1.0412,0.7053,0.5755,0.7634,-0.2407
site,ghcn_IC000004013,DJF,tmean,anom_dt,super,neutral,3,29,-0.4663,-1.9062,0.9735,0.4801,0.3801,0.5379,-0.4461
site,ghcn_IC000004013,DJF,tmean,anom_dt,elnino,neutral,20,29,-0.1625,-0.8276,0.5202,0.6335,0.6480,0.5690,-0.1390
site,ghcn_IC000004013,DJF,tmean,anom_dt,super,lanina,3,25,-0.1718,-1.6325,1.2890,0.7642,0.7289,0.8339,-0.1879
site,ghcn_IC000004013,DJF,tmean,anom_dt,lanina,neutral,25,29,-0.2946,-0.8064,0.2230,0.2959,0.2828,0.2821,-0.2931
site,ghcn_IC000004013,DJF,tmin_mean,value,super,elnino,3,20,-0.2201,-1.9087,1.4684,0.7902,0.7299,0.8978,-0.1638
site,ghcn_IC000004013,DJF,tmin_mean,value,super,neutral,3,29,-0.2543,-2.0607,1.5522,0.7335,0.6774,0.6238,-0.2151
site,ghcn_IC000004013,DJF,tmin_mean,value,elnino,neutral,20,29,-0.0341,-0.7387,0.7259,0.9248,0.9292,0.8787,-0.0267
site,ghcn_IC000004013,DJF,tmin_mean,value,super,lanina,3,25,-0.0057,-1.8412,1.8299,0.9922,0.9924,0.9444,-0.0055
site,ghcn_IC000004013,DJF,tmin_mean,value,lanina,neutral,25,29,-0.2486,-0.8305,0.3561,0.4165,0.4185,0.3143,-0.2202
site,ghcn_IC000004013,DJF,tmin_mean,anom,super,elnino,3,20,-0.2201,-1.9096,1.4694,0.7796,0.7300,0.8978,-0.1637
site,ghcn_IC000004013,DJF,tmin_mean,anom,super,neutral,3,29,-0.2543,-2.0619,1.5532,0.7237,0.6775,0.6238,-0.2152
site,ghcn_IC000004013,DJF,tmin_mean,anom,elnino,neutral,20,29,-0.0342,-0.7797,0.7172,0.9268,0.9290,0.8787,-0.0268
site,ghcn_IC000004013,DJF,tmin_mean,anom,super,lanina,3,25,-0.0058,-1.8423,1.8308,0.9922,0.9923,0.9444,-0.0056
site,ghcn_IC000004013,DJF,tmin_mean,anom,lanina,neutral,25,29,-0.2486,-0.8240,0.3644,0.4133,0.4185,0.3143,-0.2202
site,ghcn_IC000004013,DJF,tmin_mean,anom_dt,super,elnino,3,20,-0.3236,-1.7834,1.1362,0.6907,0.5760,0.6812,-0.2498
site,ghcn_IC000004013,DJF,tmin_mean,anom_dt,super,neutral,3,29,-0.4418,-1.9853,1.1016,0.5385,0.4349,0.4573,-0.3805
site,ghcn_IC000004013,DJF,tmin_mean,anom_dt,elnino,neutral,20,29,-0.1182,-0.8198,0.6030,0.7526,0.7521,0.6618,-0.0946
site,ghcn_IC000004013,DJF,tmin_mean,anom_dt,super,lanina,3,25,-0.0992,-1.6783,1.4799,0.8720,0.8515,0.8889,-0.1013
site,ghcn_IC000004013,DJF,tmin_mean,anom_dt,lanina,neutral,25,29,-0.3427,-0.9322,0.2552,0.2529,0.2532,0.2246,-0.3112
site,ghcn_IC000004013,JFM,frost_days,value,super,elnino,3,20,6.8643,-5.7091,19.4378,0.4891,0.2356,0.5225,0.4404
site,ghcn_IC000004013,JFM,frost_days,value,super,neutral,3,29,6.4419,-6.6969,19.5807,0.3291,0.2254,0.3821,0.6053
site,ghcn_IC000004013,JFM,frost_days,value,elnino,neutral,20,29,-0.4224,-8.6608,7.1880,0.9152,0.9197,0.9189,-0.0317
site,ghcn_IC000004013,JFM,frost_days,value,super,lanina,3,25,5.8943,-6.8476,18.6363,0.4157,0.2631,0.4351,0.5115
site,ghcn_IC000004013,JFM,frost_days,value,lanina,neutral,25,29,0.5476,-5.5800,6.4734,0.8596,0.8610,0.8485,0.0483
site,ghcn_IC000004013,JFM,frost_days,anom,super,elnino,3,20,6.8643,-5.7091,19.4378,0.4911,0.2356,0.5225,0.4404
site,ghcn_IC000004013,JFM,frost_days,anom,super,neutral,3,29,6.4419,-6.6969,19.5807,0.3289,0.2254,0.3821,0.6053
site,ghcn_IC000004013,JFM,frost_days,anom,elnino,neutral,20,29,-0.4224,-8.6884,7.5710,0.9216,0.9197,0.9189,-0.0317
site,ghcn_IC000004013,JFM,frost_days,anom,super,lanina,3,25,5.8943,-6.8476,18.6363,0.4087,0.2631,0.4351,0.5115
site,ghcn_IC000004013,JFM,frost_days,anom,lanina,neutral,25,29,0.5476,-5.3892,6.3183,0.8666,0.8610,0.8485,0.0483
site,ghcn_IC000004013,JFM,frost_days,anom_dt,super,elnino,3,20,6.8352,-5.8186,19.4890,0.4819,0.2395,0.5726,0.4385
site,ghcn_IC000004013,JFM,frost_days,anom_dt,super,neutral,3,29,6.3895,-6.8653,19.6442,0.3349,0.2310,0.4194,0.5999
site,ghcn_IC000004013,JFM,frost_days,anom_dt,elnino,neutral,20,29,-0.4457,-8.8047,7.3926,0.9088,0.9153,0.9271,-0.0335
site,ghcn_IC000004013,JFM,frost_days,anom_dt,super,lanina,3,25,5.8680,-6.9859,18.7219,0.4021,0.2675,0.4328,0.5095
site,ghcn_IC000004013,JFM,frost_days,anom_dt,lanina,neutral,25,29,0.5215,-5.5065,6.5319,0.8682,0.8676,0.9171,0.0460
site,ghcn_IC000004013,JFM,ice_days,value,super,elnino,3,20,1.8513,-13.9562,17.6589,0.8116,0.7599,0.7146,0.1399
site,ghcn_IC000004013,JFM,ice_days,value,super,neutral,3,29,2.5944,-14.3835,19.5723,0.7149,0.6540,0.7219,0.2295
site,ghcn_IC000004013,JFM,ice_days,value,elnino,neutral,20,29,0.7431,-6.4414,8.2153,0.8360,0.8430,0.9189,0.0599
site,ghcn_IC000004013,JFM,ice_days,value,super,lanina,3,25,2.9213,-13.7228,19.5655,0.6995,0.6188,0.7661,0.2552
site,ghcn_IC000004013,JFM,ice_days,value,lanina,neutral,25,29,-0.3269,-6.2694,5.7021,0.9274,0.9181,0.8485,-0.0282
site,ghcn_IC000004013,JFM,ice_days,anom,super,elnino,3,20,1.8517,-13.9570,17.6604,0.8220,0.7598,0.7146,0.1399
site,ghcn_IC000004013,JFM,ice_days,anom,super,neutral,3,29,2.5948,-14.3844,19.5740,0.7191,0.6540,0.7219,0.2295
site,ghcn_IC000004013,JFM,ice_days,anom,elnino,neutral,20,29,0.7431,-6.3816,7.9433,0.8366,0.8430,0.9189,0.0599
site,ghcn_IC000004013,JFM,ice_days,anom,super,lanina,3,25,2.9217,-13.7238,19.5671,0.6947,0.6188,0.7661,0.2553
site,ghcn_IC000004013,JFM,ice_days,anom,lanina,neutral,25,29,-0.3269,-6.3908,5.6175,0.9292,0.9181,0.8485,-0.0282
site,ghcn_IC000004013,JFM,ice_days,anom_dt,super,elnino,3,20,3.6262,-5.8863,13.1387,0.6281,0.3960,0.5726,0.3037
site,ghcn_IC000004013,JFM,ice_days,anom_dt,super,neutral,3,29,5.8124,-3.6539,15.2788,0.3689,0.1671,0.4194,0.5595
site,ghcn_IC000004013,JFM,ice_days,anom_dt,elnino,neutral,20,29,2.1862,-4.4637,8.5874,0.5113,0.5262,0.4702,0.1914
site,ghcn_IC000004013,JFM,ice_days,anom_dt,super,lanina,3,25,4.5246,-4.8669,13.9162,0.4829,0.2679,0.5720,0.4276
site,ghcn_IC000004013,JFM,ice_days,anom_dt,lanina,neutral,25,29,1.2878,-4.4138,6.8851,0.6571,0.6642,0.6395,0.1194
site,ghcn_IC000004013,JFM,precip,value,super,elnino,2,12,-25.0250,-795.2222,745.1722,0.8102,0.8335,0.9231,-0.2181
site,ghcn_IC000004013,JFM,precip,value,super,neutral,2,22,-29.4227,-1041.0128,982.1674,0.7449,0.8040,0.6522,-0.3398
site,ghcn_IC000004013,JFM,precip,value,elnino,neutral,12,22,-4.3977,-71.4230,67.4883,0.9044,0.9073,0.9569,-0.0463
site,ghcn_IC000004013,JFM,precip,value,super,lanina,2,14,-60.2232,-835.9612,715.5148,0.5789,0.6305,0.7000,-0.4954
site,ghcn_IC000004013,JFM,precip,value,lanina,neutral,14,22,30.8005,-39.0169,99.9272,0.3757,0.4136,0.5701,0.3090
site,ghcn_IC000004013,JFM,precip,anom_dt,super,elnino,2,12,-45.0146,-983.6088,893.5796,0.6315,0.7361,0.6593,-0.4103
site,ghcn_IC000004013,JFM,precip,anom_dt,super,neutral,2,22,-52.1043,-1196.0702,1091.8616,0.4213,0.6990,0.6522,-0.5924
site,ghcn_IC000004013,JFM,precip,anom_dt,elnino,neutral,12,22,-7.0897,-71.4087,59.8592,0.8254,0.8439,0.9569,-0.0767
site,ghcn_IC000004013,JFM,precip,anom_dt,super,lanina,2,14,-75.0665,-994.3525,844.2195,0.4599,0.5930,0.5000,-0.6213
site,ghcn_IC000004013,JFM,precip,anom_dt,lanina,neutral,14,22,22.9622,-45.5300,92.5134,0.4961,0.5360,0.9353,0.2320
site,ghcn_IC000004013,JFM,precip_days,value,super,elnino,2,12,4.1667,-58.7814,67.1148,0.7149,0.7273,0.7840,0.2993
site,ghcn_IC000004013,JFM,precip_days,value,super,neutral,2,22,2.5455,-88.3463,93.4373,0.7309,0.8254,0.6009,0.2416
site,ghcn_IC000004013,JFM,precip_days,value,elnino,neutral,12,22,-1.6212,-9.8788,7.0153,0.6927,0.7297,0.5637,-0.1376
site,ghcn_IC000004013,JFM,precip_days,value,super,lanina,2,14,-1.5357,-65.0516,61.9802,0.9248,0.8952,0.9367,-0.1037
site,ghcn_IC000004013,JFM,precip_days,value,lanina,neutral,14,22,4.0812,-4.5209,12.9265,0.3375,0.3824,0.5587,0.3303
site,ghcn_IC000004013,JFM,precip_days,anom_dt,super,elnino,2,12,-0.6309,-99.5712,98.3093,0.9784,0.9650,0.9231,-0.0480
site,ghcn_IC000004013,JFM,precip_days,anom_dt,super,neutral,2,22,-2.8981,-128.0872,122.2909,0.7073,0.8407,0.7971,-0.2825
site,ghcn_IC000004013,JFM,precip_days,anom_dt,elnino,neutral,12,22,-2.2672,-10.2203,6.0552,0.5635,0.6020,0.5283,-0.2059
site,ghcn_IC000004013,JFM,precip_days,anom_dt,super,lanina,2,14,-5.0980,-105.1168,94.9208,0.6561,0.7314,0.8167,-0.3688
site,ghcn_IC000004013,JFM,precip_days,anom_dt,lanina,neutral,14,22,2.1999,-5.8314,10.0880,0.5879,0.6069,0.5924,0.1917
site,ghcn_IC000004013,JFM,thaw_days,value,super,elnino,3,20,-2.1590,-17.8649,13.5469,0.8026,0.7259,0.6475,-0.1541
site,ghcn_IC000004013,JFM,thaw_days,value,super,neutral,3,29,-2.1193,-19.0028,14.7641,0.7594,0.7138,0.8207,-0.1816
site,ghcn_IC000004013,JFM,thaw_days,value,elnino,neutral,20,29,0.0397,-7.4093,7.5793,1.0000,0.9920,0.9270,0.0031
site,ghcn_IC000004013,JFM,thaw_days,value,super,lanina,3,25,-3.2890,-19.7295,13.1515,0.6471,0.5808,0.7099,-0.2701
site,ghcn_IC000004013,JFM,thaw_days,value,lanina,neutral,25,29,1.1697,-5.2264,7.3588,0.7345,0.7265,0.5725,0.0963
site,ghcn_IC000004013,JFM,thaw_days,anom,super,elnino,3,20,-2.1590,-17.8649,13.5469,0.8170,0.7259,0.6475,-0.1541
site,ghcn_IC000004013,JFM,thaw_days,anom,super,neutral,3,29,-2.1193,-19.0028,14.7641,0.7640,0.7138,0.8207,-0.1816
site,ghcn_IC000004013,JFM,thaw_days,anom,elnino,neutral,20,29,0.0397,-7.2810,7.1345,1.0000,0.9920,0.9270,0.0031
site,ghcn_IC000004013,JFM,thaw_days,anom,super,lanina,3,25,-3.2890,-19.7295,13.1515,0.6471,0.5808,0.7099,-0.2701
site,ghcn_IC000004013,JFM,thaw_days,anom,lanina,neutral,25,29,1.1697,-5.3014,7.3270,0.7197,0.7265,0.5725,0.0963
site,ghcn_IC000004013,JFM,thaw_days,anom_dt,super,elnino,3,20,-4.1454,-13.2024,4.9116,0.5911,0.3248,0.5138,-0.3297
site,ghcn_IC000004013,JFM,thaw_days,anom_dt,super,neutral,3,29,-5.7213,-14.4094,2.9668,0.3729,0.1496,0.4194,-0.5441
site,ghcn_IC000004013,JFM,thaw_days,anom_dt,elnino,neutral,20,29,-1.5759,-8.6312,5.1211,0.6505,0.6604,0.5759,-0.1335
site,ghcn_IC000004013,JFM,thaw_days,anom_dt,super,lanina,3,25,-5.0836,-13.7707,3.6034,0.4573,0.2014,0.5238,-0.4527
site,ghcn_IC000004013,JFM,thaw_days,anom_dt,lanina,neutral,25,29,-0.6377,-6.5754,5.4790,0.8298,0.8363,1.0000,-0.0570
site,ghcn_IC000004013,JFM,tmax_mean,value,super,elnino,3,20,-0.3622,-1.4420,0.7175,0.7375,0.4784,0.7634,-0.2131
site,ghcn_IC000004013,JFM,tmax_mean,value,super,neutral,3,29,-0.2523,-1.2082,0.7035,0.7469,0.5318,0.7605,-0.2043
site,ghcn_IC000004013,JFM,tmax_mean,value,elnino,neutral,20,29,0.1099,-0.7533,1.0088,0.7900,0.8137,0.8787,0.0734
site,ghcn_IC000004013,JFM,tmax_mean,value,super,lanina,3,25,-0.5686,-1.5257,0.3885,0.4231,0.1900,0.3510,-0.4949
site,ghcn_IC000004013,JFM,tmax_mean,value,lanina,neutral,25,29,0.3162,-0.3119,0.9787,0.3537,0.3492,0.3228,0.2565
site,ghcn_IC000004013,JFM,tmax_mean,anom,super,elnino,3,20,-0.3626,-1.4430,0.7178,0.7263,0.4782,0.7634,-0.2133
site,ghcn_IC000004013,JFM,tmax_mean,anom,super,neutral,3,29,-0.2527,-1.2097,0.7042,0.7457,0.5315,0.7605,-0.2046
site,ghcn_IC000004013,JFM,tmax_mean,anom,elnino,neutral,20,29,0.1099,-0.7682,0.9651,0.7952,0.8138,0.8787,0.0734
site,ghcn_IC000004013,JFM,tmax_mean,anom,super,lanina,3,25,-0.5688,-1.5270,0.3893,0.4177,0.1901,0.3510,-0.4951
site,ghcn_IC000004013,JFM,tmax_mean,anom,lanina,neutral,25,29,0.3161,-0.3368,0.9633,0.3493,0.3494,0.3228,0.2564
site,ghcn_IC000004013,JFM,tmax_mean,anom_dt,super,elnino,3,20,-0.5667,-1.3531,0.2197,0.5699,0.1487,0.6979,-0.3625
site,ghcn_IC000004013,JFM,tmax_mean,anom_dt,super,neutral,3,29,-0.6230,-1.1099,-0.1360,0.3935,0.0140,0.3831,-0.5420
site,ghcn_IC000004013,JFM,tmax_mean,anom_dt,elnino,neutral,20,29,-0.0563,-0.8733,0.8054,0.8898,0.8964,0.7525,-0.0405
site,ghcn_IC000004013,JFM,tmax_mean,anom_dt,super,lanina,3,25,-0.7531,-1.2401,-0.2660,0.2699,0.0039,0.2186,-0.7139
site,ghcn_IC000004013,JFM,tmax_mean,anom_dt,lanina,neutral,25,29,0.1301,-0.4698,0.7250,0.6719,0.6777,0.8216,0.1134
site,ghcn_IC000004013,JFM,tmean,value,super,elnino,3,20,-0.3511,-2.0013,1.2991,0.7229,0.5986,0.8978,-0.2239
site,ghcn_IC000004013,JFM,tmean,value,super,neutral,3,29,-0.3669,-2.1334,1.3995,0.6491,0.5580,0.5379,-0.2844
site,ghcn_IC000004013,JFM,tmean,value,elnino,neutral,20,29,-0.0158,-0.8297,0.8369,0.9688,0.9714,0.8468,-0.0109
site,ghcn_IC000004013,JFM,tmean,value,super,lanina,3,25,-0.4968,-2.2981,1.3045,0.4695,0.4365,0.4774,-0.4501
site,ghcn_IC000004013,JFM,tmean,value,lanina,neutral,25,29,0.1299,-0.5077,0.7512,0.6953,0.6968,0.8759,0.1057
site,ghcn_IC000004013,JFM,tmean,anom,super,elnino,3,20,-0.3511,-2.0013,1.2991,0.7241,0.5986,0.8978,-0.2239
site,ghcn_IC000004013,JFM,tmean,anom,super,neutral,3,29,-0.3671,-2.1336,1.3993,0.6485,0.5578,0.5379,-0.2846
site,ghcn_IC000004013,JFM,tmean,anom,elnino,neutral,20,29,-0.0160,-0.8582,0.8139,0.9692,0.9710,0.8468,-0.0111
site,ghcn_IC000004013,JFM,tmean,anom,super,lanina,3,25,-0.4968,-2.2982,1.3045,0.4539,0.4364,0.4774,-0.4501
site,ghcn_IC000004013,JFM,tmean,anom,lanina,neutral,25,29,0.1297,-0.5077,0.7718,0.7017,0.6972,0.8759,0.1055
site,ghcn_IC000004013,JFM,tmean,anom_dt,super,elnino,3,20,-0.4894,-1.6960,0.7171,0.5723,0.3661,0.6979,-0.3286
site,ghcn_IC000004013,JFM,tmean,anom_dt,super,neutral,3,29,-0.6178,-1.8325,0.5969,0.4389,0.2301,0.3831,-0.4973
site,ghcn_IC000004013,JFM,tmean,anom_dt,elnino,neutral,20,29,-0.1284,-0.8916,0.6691,0.7483,0.7617,0.6040,-0.0921
site,ghcn_IC000004013,JFM,tmean,anom_dt,super,lanina,3,25,-0.6218,-1.8545,0.6109,0.3555,0.2254,0.4328,-0.5853
site,ghcn_IC000004013,JFM,tmean,anom_dt,lanina,neutral,25,29,0.0041,-0.6030,0.6302,0.9886,0.9900,0.8896,0.0034
site,ghcn_IC000004013,JFM,tmin_mean,value,super,elnino,3,20,-0.5031,-3.1743,2.1680,0.6207,0.5932,0.6347,-0.3096
site,ghcn_IC000004013,JFM,tmin_mean,value,super,neutral,3,29,-0.5227,-3.3866,2.3413,0.5685,0.5708,0.3831,-0.3654
site,ghcn_IC000004013,JFM,tmin_mean,value,elnino,neutral,20,29,-0.0195,-0.8975,0.8541,0.9664,0.9661,0.8787,-0.0128
site,ghcn_IC000004013,JFM,tmin_mean,value,super,lanina,3,25,-0.5765,-3.5132,2.3602,0.4315,0.5329,0.4774,-0.4888
site,ghcn_IC000004013,JFM,tmin_mean,value,lanina,neutral,25,29,0.0539,-0.6424,0.7456,0.8838,0.8799,0.8896,0.0408
site,ghcn_IC000004013,JFM,tmin_mean,anom,super,elnino,3,20,-0.5032,-3.1728,2.1665,0.6187,0.5931,0.6347,-0.3096
site,ghcn_IC000004013,JFM,tmin_mean,anom,super,neutral,3,29,-0.5225,-3.3849,2.3399,0.5721,0.5708,0.3831,-0.3652
site,ghcn_IC000004013,JFM,tmin_mean,anom,elnino,neutral,20,29,-0.0193,-0.8710,0.8433,0.9640,0.9664,0.8787,-0.0126
site,ghcn_IC000004013,JFM,tmin_mean,anom,super,lanina,3,25,-0.5765,-3.5117,2.3588,0.4467,0.5328,0.4774,-0.4888
site,ghcn_IC000004013,JFM,tmin_mean,anom,lanina,neutral,25,29,0.0540,-0.6313,0.7329,0.8846,0.8797,0.8896,0.0409
site,ghcn_IC000004013,JFM,tmin_mean,anom_dt,super,elnino,3,20,-0.6036,-2.8843,1.6771,0.5367,0.4781,0.5726,-0.3829
site,ghcn_IC000004013,JFM,tmin_mean,anom_dt,super,neutral,3,29,-0.7043,-3.1481,1.7395,0.4185,0.4053,0.3488,-0.5035
site,ghcn_IC000004013,JFM,tmin_mean,anom_dt,elnino,neutral,20,29,-0.1007,-0.9441,0.7438,0.8108,0.8229,0.5898,-0.0672
site,ghcn_IC000004013,JFM,tmin_mean,anom_dt,super,lanina,3,25,-0.6671,-3.1729,1.8387,0.3639,0.4254,0.4774,-0.5734
site,ghcn_IC000004013,JFM,tmin_mean,anom_dt,lanina,neutral,25,29,-0.0372,-0.7182,0.6620,0.9116,0.9161,0.8081,-0.0285
site,ghcn_IC000004013,NDJFM,frost_days,value,super,elnino,3,20,6.4710,-20.2468,33.1888,0.6033,0.5159,0.6812,0.3429
site,ghcn_IC000004013,NDJFM,frost_days,value,super,neutral,3,29,4.5813,-24.5542,33.7168,0.6417,0.6266,0.7460,0.2963
site,ghcn_IC000004013,NDJFM,frost_days,value,elnino,neutral,20,29,-1.8897,-12.1709,7.8746,0.7067,0.7188,0.9028,-0.1098
site,ghcn_IC000004013,NDJFM,frost_days,value,super,lanina,3,25,1.7510,-28.1980,31.7000,0.8324,0.8478,1.0000,0.1384
site,ghcn_IC000004013,NDJFM,frost_days,value,lanina,neutral,25,29,2.8303,-4.5260,9.9121,0.4813,0.4637,0.5492,0.1983
site,ghcn_IC000004013,NDJFM,frost_days,anom,super,elnino,3,20,6.4710,-20.2468,33.1888,0.5935,0.5159,0.6812,0.3429
site,ghcn_IC000004013,NDJFM,frost_days,anom,super,neutral,3,29,4.5813,-24.5542,33.7168,0.6321,0.6266,0.7460,0.2963
site,ghcn_IC000004013,NDJFM,frost_days,anom,elnino,neutral,20,29,-1.8897,-11.9727,8.1019,0.7181,0.7188,0.9028,-0.1098
site,ghcn_IC000004013,NDJFM,frost_days,anom,super,lanina,3,25,1.7510,-28.1980,31.7000,0.8352,0.8478,1.0000,0.1384
site,ghcn_IC000004013,NDJFM,frost_days,anom,lanina,neutral,25,29,2.8303,-4.4307,10.2720,0.4709,0.4637,0.5492,0.1983
site,ghcn_IC000004013,NDJFM,frost_days,anom_dt,super,elnino,3,20,6.6757,-19.2512,32.6026,0.5763,0.4948,0.6979,0.3547
site,ghcn_IC000004013,NDJFM,frost_days,anom_dt,super,neutral,3,29,4.9525,-23.3032,33.2082,0.5949,0.5923,0.7605,0.3206
site,ghcn_IC000004013,NDJFM,frost_days,anom_dt,elnino,neutral,20,29,-1.7232,-11.6129,8.0944,0.7367,0.7423,0.9432,-0.1002
site,ghcn_IC000004013,NDJFM,frost_days,anom_dt,super,lanina,3,25,1.9359,-27.1265,30.9983,0.8176,0.8281,1.0000,0.1533
site,ghcn_IC000004013,NDJFM,frost_days,anom_dt,lanina,neutral,25,29,3.0166,-4.1666,10.4370,0.4429,0.4352,0.5670,0.2112
site,ghcn_IC000004013,NDJFM,ice_days,value,super,elnino,3,20,2.0600,-33.1605,37.2805,0.8546,0.8533,0.4927,0.1302
site,ghcn_IC000004013,NDJFM,ice_days,value,super,neutral,3,29,0.7014,-35.9539,37.3567,0.9406,0.9489,0.8970,0.0455
site,ghcn_IC000004013,NDJFM,ice_days,value,elnino,neutral,20,29,-1.3586,-9.5725,7.1728,0.7686,0.7658,0.7065,-0.0876
site,ghcn_IC000004013,NDJFM,ice_days,value,super,lanina,3,25,0.3800,-36.2137,36.9737,0.9652,0.9723,0.9407,0.0261
site,ghcn_IC000004013,NDJFM,ice_days,value,lanina,neutral,25,29,0.3214,-7.6543,7.8903,0.9422,0.9370,1.0000,0.0216
site,ghcn_IC000004013,NDJFM,ice_days,anom,super,elnino,3,20,2.0600,-33.1605,37.2805,0.8636,0.8533,0.4927,0.1302
site,ghcn_IC000004013,NDJFM,ice_days,anom,super,neutral,3,29,0.7014,-35.9539,37.3567,0.9410,0.9489,0.8970,0.0455
site,ghcn_IC000004013,NDJFM,ice_days,anom,elnino,neutral,20,29,-1.3586,-9.8263,7.5806,0.7656,0.7658,0.7065,-0.0876
site,ghcn_IC000004013,NDJFM,ice_days,anom,super,lanina,3,25,0.3800,-36.2137,36.9737,0.9608,0.9723,0.9407,0.0261
site,ghcn_IC000004013,NDJFM,ice_days,anom,lanina,neutral,25,29,0.3214,-7.7384,8.0442,0.9442,0.9370,1.0000,0.0216
site,ghcn_IC000004013,NDJFM,ice_days,anom_dt,super,elnino,3,20,4.7189,-21.6413,31.0791,0.5577,0.5931,0.5726,0.3548
site,ghcn_IC000004013,NDJFM,ice_days,anom_dt,super,neutral,3,29,5.5230,-21.3728,32.4187,0.5503,0.5338,0.4968,0.3809
site,ghcn_IC000004013,NDJFM,ice_days,anom_dt,elnino,neutral,20,29,0.8041,-6.7759,8.2977,0.8436,0.8432,0.9594,0.0569
site,ghcn_IC000004013,NDJFM,ice_days,anom_dt,super,lanina,3,25,2.7821,-24.7021,30.2662,0.7185,0.7445,0.8339,0.2276
site,ghcn_IC000004013,NDJFM,ice_days,anom_dt,lanina,neutral,25,29,2.7409,-4.3937,9.7991,0.4609,0.4562,0.4987,0.2021
site,ghcn_IC000004013,NDJFM,precip,value,super,elnino,2,13,-66.4157,-484.0653,351.2339,0.5497,0.5237,0.6857,-0.4482
site,ghcn_IC000004013,NDJFM,precip,value,super,neutral,2,22,-79.5318,-681.4262,522.3625,0.3813,0.4619,0.4058,-0.6458
site,ghcn_IC000004013,NDJFM,precip,value,elnino,neutral,13,22,-13.1161,-103.9706,84.4120,0.7760,0.7940,0.7717,-0.0975
site,ghcn_IC000004013,NDJFM,precip,value,super,lanina,2,12,-86.9500,-509.5535,335.6535,0.5015,0.4242,0.6593,-0.6183
site,ghcn_IC000004013,NDJFM,precip,value,lanina,neutral,12,22,7.4182,-82.7866,101.4207,0.8756,0.8815,0.9856,0.0566
site,ghcn_IC000004013,NDJFM,precip,anom_dt,super,elnino,2,13,-74.6062,-555.1932,405.9807,0.4643,0.5030,0.5714,-0.5178
site,ghcn_IC000004013,NDJFM,precip,anom_dt,super,neutral,2,22,-90.4464,-755.7707,574.8779,0.3365,0.4399,0.3551,-0.7314
site,ghcn_IC000004013,NDJFM,precip,anom_dt,elnino,neutral,13,22,-15.8402,-104.4514,76.5858,0.7365,0.7472,0.7200,-0.1193
site,ghcn_IC000004013,NDJFM,precip,anom_dt,super,lanina,2,12,-94.3573,-561.2844,372.5697,0.4805,0.4170,0.5495,-0.6590
site,ghcn_IC000004013,NDJFM,precip,anom_dt,lanina,neutral,12,22,3.9109,-86.4870,97.3913,0.9388,0.9381,0.9282,0.0296
site,ghcn_IC000004013,NDJFM,precip_days,value,super,elnino,2,13,1.7783,-41.7795,45.3361,0.9134,0.8771,0.8650,0.0910
site,ghcn_IC000004013,NDJFM,precip_days,value,super,neutral,2,22,2.1364,-72.9062,77.1789,0.7980,0.8449,0.6011,0.1664
site,ghcn_IC000004013,NDJFM,precip_days,value,elnino,neutral,13,22,0.3581,-11.2890,12.1593,0.9442,0.9546,0.9864,0.0226
site,ghcn_IC000004013,NDJFM,precip_days,value,super,lanina,2,12,-2.8333,-48.3141,42.6474,0.8734,0.8049,1.0000,-0.1589
site,ghcn_IC000004013,NDJFM,precip_days,value,lanina,neutral,12,22,4.9697,-5.8413,16.5985,0.3623,0.4146,0.6264,0.3324
site,ghcn_IC000004013,NDJFM,precip_days,anom_dt,super,elnino,2,13,-2.2977,-77.7949,73.1996,0.8620,0.8700,0.9333,-0.1323
site,ghcn_IC000004013,NDJFM,precip_days,anom_dt,super,neutral,2,22,-3.2949,-112.9470,106.3571,0.7027,0.8124,0.7246,-0.2636
