level,unit,season,metric,variant,group,n,mean,median,sd,ci_lo,ci_hi
site,fmi_100971,JFM,tmax_mean,value,neutral,29,-0.9193,-1.3070,2.1953,-1.6757,-0.1237
site,fmi_100971,JFM,tmax_mean,value,lanina,25,-0.8782,-1.0000,2.2898,-1.7495,0.0072
site,fmi_100971,JFM,tmax_mean,anom,super,3,-0.1130,0.0140,0.3106,-0.8846,0.6586
site,fmi_100971,JFM,tmax_mean,anom,elnino,20,-1.1499,-1.0310,2.8851,-2.4136,0.0357
site,fmi_100971,JFM,tmax_mean,anom,neutral,29,-1.0713,-1.4590,2.1953,-1.8456,-0.2728
site,fmi_100971,JFM,tmax_mean,anom,lanina,25,-1.0302,-1.1520,2.2898,-1.9008,-0.1754
site,fmi_100971,JFM,tmax_mean,anom_dt,super,3,0.4067,0.6810,1.0497,-2.2010,3.0144
site,fmi_100971,JFM,tmax_mean,anom_dt,elnino,20,-0.2083,0.2480,2.4607,-1.2702,0.8556
site,fmi_100971,JFM,tmax_mean,anom_dt,neutral,29,0.2131,0.0910,1.9701,-0.4954,0.9374
site,fmi_100971,JFM,tmax_mean,anom_dt,lanina,25,-0.1294,-0.2330,2.1168,-0.9924,0.6702
site,fmi_100971,JFM,tmean,value,super,3,-2.6800,-2.6010,0.1473,-3.0460,-2.3140
site,fmi_100971,JFM,tmean,value,elnino,20,-3.6443,-3.4470,3.1985,-4.9774,-2.2700
site,fmi_100971,JFM,tmean,value,neutral,29,-3.6158,-4.1820,2.3787,-4.4645,-2.7361
site,fmi_100971,JFM,tmean,value,lanina,25,-3.4812,-3.5580,2.5354,-4.4669,-2.5337
site,fmi_100971,JFM,tmean,anom,super,3,-0.1750,-0.0960,0.1473,-0.5410,0.1910
site,fmi_100971,JFM,tmean,anom,elnino,20,-1.1397,-0.9420,3.1984,-2.5248,0.1625
site,fmi_100971,JFM,tmean,anom,neutral,29,-1.1110,-1.6780,2.3787,-1.9429,-0.2227
site,fmi_100971,JFM,tmean,anom,lanina,25,-0.9766,-1.0540,2.5353,-1.9734,-0.0224
site,fmi_100971,JFM,tmean,anom_dt,super,3,0.3233,0.4640,0.6957,-1.4050,2.0517
site,fmi_100971,JFM,tmean,anom_dt,elnino,20,-0.2042,0.0235,2.7823,-1.4654,0.9750
site,fmi_100971,JFM,tmean,anom_dt,neutral,29,0.1794,0.2640,2.1699,-0.5969,0.9822
site,fmi_100971,JFM,tmean,anom_dt,lanina,25,-0.0833,-0.0300,2.3813,-0.9713,0.8614
site,fmi_100971,JFM,tmin_mean,value,super,3,-5.2903,-5.3830,0.5341,-6.6170,-3.9636
site,fmi_100971,JFM,tmin_mean,value,elnino,20,-6.4731,-6.5555,3.6514,-8.0550,-4.9636
site,fmi_100971,JFM,tmin_mean,value,neutral,29,-6.4669,-7.1320,2.7206,-7.4733,-5.4941
site,fmi_100971,JFM,tmin_mean,value,lanina,25,-6.2146,-6.3600,2.8615,-7.2928,-5.1036
site,fmi_100971,JFM,tmin_mean,anom,super,3,-0.1553,-0.2480,0.5341,-1.4820,1.1714
site,fmi_100971,JFM,tmin_mean,anom,elnino,20,-1.3381,-1.4205,3.6514,-2.9156,0.2062
site,fmi_100971,JFM,tmin_mean,anom,neutral,29,-1.3319,-1.9970,2.7206,-2.2885,-0.3884
site,fmi_100971,JFM,tmin_mean,anom,lanina,25,-1.0796,-1.2250,2.8615,-2.1852,0.0388
site,fmi_100971,JFM,tmin_mean,anom_dt,super,3,0.4093,0.3750,0.4345,-0.6701,1.4887
site,fmi_100971,JFM,tmin_mean,anom_dt,elnino,20,-0.2548,-0.2015,3.1534,-1.5907,1.1438
site,fmi_100971,JFM,tmin_mean,anom_dt,neutral,29,0.1733,0.2490,2.4702,-0.6826,1.0704
site,fmi_100971,JFM,tmin_mean,anom_dt,lanina,25,-0.0461,0.1550,2.6629,-1.0656,0.9731
site,fmi_100971,NDJFM,frost_days,value,super,3,92.0000,87.0000,20.9523,39.9515,144.0485
site,fmi_100971,NDJFM,frost_days,value,elnino,20,107.6500,113.5000,23.0635,97.1500,117.4000
site,fmi_100971,NDJFM,frost_days,value,neutral,29,111.6552,116.0000,17.3828,105.2060,117.7241
site,fmi_100971,NDJFM,frost_days,value,lanina,25,110.6000,114.0000,17.5879,103.9190,117.4000
site,fmi_100971,NDJFM,frost_days,anom,super,3,-10.1000,-15.1000,20.9523,-62.1485,41.9485
site,fmi_100971,NDJFM,frost_days,anom,elnino,20,5.5500,11.4000,23.0635,-4.9500,15.0013
site,fmi_100971,NDJFM,frost_days,anom,neutral,29,9.5552,13.9000,17.3828,3.0034,15.5216
site,fmi_100971,NDJFM,frost_days,anom,lanina,25,8.5000,11.9000,17.5879,1.6200,14.9800
site,fmi_100971,NDJFM,frost_days,anom_dt,super,3,-12.8153,-23.5650,19.5565,-61.3963,35.7656
site,fmi_100971,NDJFM,frost_days,anom_dt,elnino,20,-0.9608,0.4640,19.3008,-9.3241,7.4010
site,fmi_100971,NDJFM,frost_days,anom_dt,neutral,29,-0.0426,1.2720,14.4698,-5.4480,4.9318
site,fmi_100971,NDJFM,frost_days,anom_dt,lanina,25,2.3559,6.3760,16.7669,-4.3807,8.6314
site,fmi_100971,NDJFM,ice_days,value,super,3,38.0000,35.0000,9.8489,13.5341,62.4659
site,fmi_100971,NDJFM,ice_days,value,elnino,20,56.8000,59.5000,26.3750,45.7000,67.6513
site,fmi_100971,NDJFM,ice_days,value,neutral,29,60.5517,65.0000,22.3360,52.2750,68.2069
site,fmi_100971,NDJFM,ice_days,value,lanina,25,55.9200,57.0000,20.6557,48.0400,63.6000
site,fmi_100971,NDJFM,ice_days,anom,super,3,-9.2670,-12.2670,9.8489,-33.7329,15.1989
site,fmi_100971,NDJFM,ice_days,anom,elnino,20,9.5330,12.2330,26.3750,-2.3683,20.5343
site,fmi_100971,NDJFM,ice_days,anom,neutral,29,13.2847,17.7330,22.3360,5.7675,21.2166
site,fmi_100971,NDJFM,ice_days,anom,lanina,25,8.6530,9.7330,20.6557,0.6130,16.4930
site,fmi_100971,NDJFM,ice_days,anom_dt,super,3,-14.3120,-14.7660,10.3365,-39.9892,11.3652
site,fmi_100971,NDJFM,ice_days,anom_dt,elnino,20,0.5373,1.1465,23.2206,-9.4225,10.0234
site,fmi_100971,NDJFM,ice_days,anom_dt,neutral,29,1.0762,-0.9560,20.3365,-6.0532,8.3942
site,fmi_100971,NDJFM,ice_days,anom_dt,lanina,25,0.0392,1.0300,19.2661,-7.3105,7.2036
site,fmi_100971,NDJFM,precip,value,super,3,256.4000,259.0000,44.5569,145.7145,367.0855
site,fmi_100971,NDJFM,precip,value,elnino,20,237.4050,251.1000,49.3709,215.5346,257.7766
site,fmi_100971,NDJFM,precip,value,neutral,29,250.8862,251.1000,54.1084,232.3478,270.7267
site,fmi_100971,NDJFM,precip,value,lanina,25,260.8120,262.8000,59.6899,236.9597,284.5803
site,fmi_100971,NDJFM,precip,anom,super,3,3.7670,6.3670,44.5569,-106.9185,114.4525
site,fmi_100971,NDJFM,precip,anom,elnino,20,-15.2280,-1.5330,49.3709,-35.9332,5.3275
site,fmi_100971,NDJFM,precip,anom,neutral,29,-1.7468,-1.5330,54.1084,-20.6021,17.0842
site,fmi_100971,NDJFM,precip,anom,lanina,25,8.1790,10.1670,59.6899,-14.4538,32.2394
site,fmi_100971,NDJFM,precip,anom_dt,super,3,4.4143,5.2160,45.2988,-108.1142,116.9428
site,fmi_100971,NDJFM,precip,anom_dt,elnino,20,-13.6391,2.3290,48.2546,-35.1564,5.4450
site,fmi_100971,NDJFM,precip,anom_dt,neutral,29,0.6076,0.4890,54.7704,-18.6324,20.7877
site,fmi_100971,NDJFM,precip,anom_dt,lanina,25,9.6768,11.7980,59.5331,-13.8172,32.8969
site,fmi_100971,NDJFM,precip_days,value,super,3,55.6667,57.0000,9.0738,33.1262,78.2072
site,fmi_100971,NDJFM,precip_days,value,elnino,20,49.2500,51.5000,8.6686,45.3488,52.7500
site,fmi_100971,NDJFM,precip_days,value,neutral,29,50.2759,51.0000,7.8554,47.4828,53.2422
site,fmi_100971,NDJFM,precip_days,value,lanina,25,53.3600,55.0000,10.6179,49.1600,57.3200
site,fmi_100971,NDJFM,precip_days,anom,super,3,5.2337,6.5670,9.0738,-17.3068,27.7742
site,fmi_100971,NDJFM,precip_days,anom,elnino,20,-1.1830,1.0670,8.6686,-5.0830,2.2170
site,fmi_100971,NDJFM,precip_days,anom,neutral,29,-0.1571,0.5670,7.8554,-2.9158,2.6704
site,fmi_100971,NDJFM,precip_days,anom,lanina,25,2.9270,4.5670,10.6179,-1.1530,6.8880
site,fmi_100971,NDJFM,precip_days,anom_dt,super,3,4.6297,5.6960,9.1970,-18.2169,27.4762
site,fmi_100971,NDJFM,precip_days,anom_dt,elnino,20,-1.9357,0.8475,8.7372,-5.9948,1.6095
site,fmi_100971,NDJFM,precip_days,anom_dt,neutral,29,-1.0308,-0.7390,7.7307,-3.7429,1.7438
site,fmi_100971,NDJFM,precip_days,anom_dt,lanina,25,2.1888,3.9800,10.6258,-1.8257,6.1653
site,fmi_100971,NDJFM,rain_on_snow_days,value,super,3,15.3333,16.0000,2.0817,10.1622,20.5045
site,fmi_100971,NDJFM,rain_on_snow_days,value,elnino,20,7.7650,7.6200,5.0969,5.7510,10.0151
site,fmi_100971,NDJFM,rain_on_snow_days,value,neutral,29,9.1147,9.0000,4.4434,7.5677,10.7289
site,fmi_100971,NDJFM,rain_on_snow_days,value,lanina,25,9.2016,9.0000,3.4263,7.8816,10.4841
site,fmi_100971,NDJFM,rain_on_snow_days,anom,super,3,6.2123,6.8790,2.0817,1.0412,11.3835
site,fmi_100971,NDJFM,rain_on_snow_days,anom,elnino,20,-1.3560,-1.5010,5.0969,-3.4561,0.9790
site,fmi_100971,NDJFM,rain_on_snow_days,anom,neutral,29,-0.0063,-0.1210,4.4434,-1.6474,1.6144
site,fmi_100971,NDJFM,rain_on_snow_days,anom,lanina,25,0.0806,-0.1210,3.4263,-1.2362,1.4390
site,fmi_100971,NDJFM,rain_on_snow_days,anom_dt,super,3,6.1143,6.7980,2.3522,0.2711,11.9576
site,fmi_100971,NDJFM,rain_on_snow_days,anom_dt,elnino,20,-1.3049,-1.6745,4.9748,-3.3376,0.8516
site,fmi_100971,NDJFM,rain_on_snow_days,anom_dt,neutral,29,0.1662,-0.1180,4.5232,-1.4779,1.8136
site,fmi_100971,NDJFM,rain_on_snow_days,anom_dt,lanina,25,0.1174,-0.3860,3.3963,-1.1415,1.4288
site,fmi_100971,NDJFM,snow_cover_days,value,super,3,90.0000,88.0000,22.0681,35.1799,144.8201
site,fmi_100971,NDJFM,snow_cover_days,value,elnino,20,95.5694,107.5000,31.8759,81.2500,108.5505
site,fmi_100971,NDJFM,snow_cover_days,value,neutral,29,102.7783,114.0000,25.8884,93.1282,111.4959
site,fmi_100971,NDJFM,snow_cover_days,value,lanina,25,103.6227,104.0000,23.5294,94.3191,112.7038
site,fmi_100971,NDJFM,snow_cover_days,anom,super,3,-1.2650,-3.2650,22.0681,-56.0851,53.5551
site,fmi_100971,NDJFM,snow_cover_days,anom,elnino,20,4.3044,16.2350,31.8759,-9.3059,17.5267
site,fmi_100971,NDJFM,snow_cover_days,anom,neutral,29,11.5133,22.7350,25.8884,2.2454,20.5281
site,fmi_100971,NDJFM,snow_cover_days,anom,lanina,25,12.3576,12.7350,23.5295,3.3747,21.4207
site,fmi_100971,NDJFM,snow_cover_days,anom_dt,super,3,-5.4943,-15.0400,19.5856,-54.1478,43.1591
site,fmi_100971,NDJFM,snow_cover_days,anom_dt,elnino,20,-4.1222,-1.0655,30.5712,-16.9669,8.5733
site,fmi_100971,NDJFM,snow_cover_days,anom_dt,neutral,29,-0.3270,4.0550,22.2942,-8.5603,7.7390
site,fmi_100971,NDJFM,snow_cover_days,anom_dt,lanina,25,4.3365,3.7720,22.1125,-4.1555,13.0346
site,fmi_100971,NDJFM,snow_depth,value,super,3,5.8273,6.3180,1.3042,2.5876,9.0671
site,fmi_100971,NDJFM,snow_depth,value,elnino,20,14.7428,13.6655,11.5929,10.1229,20.0251
site,fmi_100971,NDJFM,snow_depth,value,neutral,29,16.7523,15.3580,10.3622,13.1400,20.5262
site,fmi_100971,NDJFM,snow_depth,value,lanina,25,14.9693,11.4500,9.7081,11.4667,19.0192
site,fmi_100971,NDJFM,snow_depth,anom,super,3,-5.3173,-4.8260,1.3044,-8.5575,-2.0771
site,fmi_100971,NDJFM,snow_depth,anom,elnino,20,3.5984,2.5215,11.5929,-1.0773,8.8134
site,fmi_100971,NDJFM,snow_depth,anom,neutral,29,5.6080,4.2130,10.3622,1.8604,9.3742
site,fmi_100971,NDJFM,snow_depth,anom,lanina,25,3.8250,0.3060,9.7081,0.2841,7.7154
site,fmi_100971,NDJFM,snow_depth,anom_dt,super,3,-7.2987,-6.9990,1.9350,-12.1054,-2.4919
site,fmi_100971,NDJFM,snow_depth,anom_dt,elnino,20,-0.0820,-1.2910,10.7280,-4.4080,4.8620
site,fmi_100971,NDJFM,snow_depth,anom_dt,neutral,29,0.5454,-1.5130,9.2846,-2.7462,3.8809
site,fmi_100971,NDJFM,snow_depth,anom_dt,lanina,25,0.3085,-0.9510,9.1262,-3.0608,3.8345
site,fmi_100971,NDJFM,snow_max,value,super,3,23.0000,19.0000,7.8102,3.5983,42.4017
site,fmi_100971,NDJFM,snow_max,value,elnino,20,40.6000,37.5000,21.8015,31.2500,49.8500
site,fmi_100971,NDJFM,snow_max,value,neutral,29,43.8621,43.0000,17.4309,37.5853,50.1388
site,fmi_100971,NDJFM,snow_max,value,lanina,25,41.8800,37.0000,17.9706,35.1990,49.0810
site,fmi_100971,NDJFM,snow_max,anom,super,3,-9.9670,-13.9670,7.8102,-29.3687,9.4347
site,fmi_100971,NDJFM,snow_max,anom,elnino,20,7.6330,4.5330,21.8015,-1.8670,17.0330
site,fmi_100971,NDJFM,snow_max,anom,neutral,29,10.8951,10.0330,17.4309,4.7218,17.3114
site,fmi_100971,NDJFM,snow_max,anom,lanina,25,8.9130,4.0330,17.9706,2.1530,16.0330
site,fmi_100971,NDJFM,snow_max,anom_dt,super,3,-14.4360,-18.8110,13.7171,-48.5113,19.6393
site,fmi_100971,NDJFM,snow_max,anom_dt,elnino,20,-0.1714,-1.3730,19.9417,-8.3716,8.2693
site,fmi_100971,NDJFM,snow_max,anom_dt,neutral,29,0.3782,0.6920,14.7368,-4.6767,5.5623
site,fmi_100971,NDJFM,snow_max,anom_dt,lanina,25,1.4308,-1.6830,16.5615,-4.7579,7.8448
site,fmi_100971,NDJFM,thaw_days,value,super,3,111.3333,112.0000,11.0151,83.9702,138.6965
site,fmi_100971,NDJFM,thaw_days,value,elnino,20,93.8000,91.0000,26.5897,82.9000,105.6025
site,fmi_100971,NDJFM,thaw_days,value,neutral,29,89.2414,83.0000,22.2817,81.4138,97.1379
site,fmi_100971,NDJFM,thaw_days,value,lanina,25,94.0000,93.0000,20.6074,86.2790,102.1210
site,fmi_100971,NDJFM,thaw_days,anom,super,3,8.4333,9.1000,11.0151,-18.9298,35.7965
site,fmi_100971,NDJFM,thaw_days,anom,elnino,20,-9.1000,-11.9000,26.5897,-20.4012,2.0000
site,fmi_100971,NDJFM,thaw_days,anom,neutral,29,-13.6586,-19.9000,22.2817,-21.7629,-5.6931
site,fmi_100971,NDJFM,thaw_days,anom,lanina,25,-8.9000,-9.9000,20.6074,-16.6220,-1.0590
site,fmi_100971,NDJFM,thaw_days,anom_dt,super,3,13.5490,16.5610,9.7330,-10.6292,37.7272
site,fmi_100971,NDJFM,thaw_days,anom_dt,elnino,20,0.0233,-0.0770,23.3454,-9.5426,10.2818
site,fmi_100971,NDJFM,thaw_days,anom_dt,neutral,29,-1.2762,0.1280,20.1641,-8.4234,6.0257
site,fmi_100971,NDJFM,thaw_days,anom_dt,lanina,25,-0.1640,-1.2870,19.3460,-7.2756,7.0053
site,fmi_100971,NDJFM,tmax_mean,value,super,3,1.7353,2.0660,0.8187,-0.2985,3.7691
site,fmi_100971,NDJFM,tmax_mean,value,elnino,20,0.3214,0.2165,2.2324,-0.6520,1.2481
site,fmi_100971,NDJFM,tmax_mean,value,neutral,29,0.1837,-0.1580,1.7157,-0.4315,0.8142
site,fmi_100971,NDJFM,tmax_mean,value,lanina,25,0.4347,0.0920,1.6946,-0.2316,1.0785
site,fmi_100971,NDJFM,tmax_mean,anom,super,3,0.5113,0.8420,0.8187,-1.5225,2.5451
site,fmi_100971,NDJFM,tmax_mean,anom,elnino,20,-0.9027,-1.0075,2.2324,-1.8483,0.0326
site,fmi_100971,NDJFM,tmax_mean,anom,neutral,29,-1.0403,-1.3820,1.7157,-1.6203,-0.4336
site,fmi_100971,NDJFM,tmax_mean,anom,lanina,25,-0.7893,-1.1320,1.6946,-1.4294,-0.1419
site,fmi_100971,NDJFM,tmax_mean,anom_dt,super,3,0.9310,0.8480,0.9363,-1.3948,3.2568
site,fmi_100971,NDJFM,tmax_mean,anom_dt,elnino,20,-0.1245,0.2015,1.9618,-0.9947,0.7276
site,fmi_100971,NDJFM,tmax_mean,anom_dt,neutral,29,0.0290,0.3260,1.4668,-0.4703,0.5609
site,fmi_100971,NDJFM,tmax_mean,anom_dt,lanina,25,-0.0459,0.2250,1.5046,-0.6325,0.5140
site,fmi_100971,NDJFM,tmean,value,super,3,-0.6860,-0.5230,0.9936,-3.1542,1.7822
site,fmi_100971,NDJFM,tmean,value,elnino,20,-2.0875,-2.0190,2.4416,-3.1322,-1.0351
site,fmi_100971,NDJFM,tmean,value,neutral,29,-2.2901,-2.5570,1.8251,-2.9301,-1.6367
site,fmi_100971,NDJFM,tmean,value,lanina,25,-2.0089,-2.2280,1.9002,-2.7612,-1.2953
site,fmi_100971,NDJFM,tmean,anom,super,3,0.5217,0.6840,0.9935,-1.9463,2.9897
site,fmi_100971,NDJFM,tmean,anom,elnino,20,-0.8799,-0.8110,2.4416,-1.8996,0.1565
site,fmi_100971,NDJFM,tmean,anom,neutral,29,-1.0825,-1.3490,1.8252,-1.7688,-0.4318
site,fmi_100971,NDJFM,tmean,anom,lanina,25,-0.8012,-1.0200,1.9003,-1.5344,-0.0923
site,fmi_100971,NDJFM,tmean,anom_dt,super,3,0.9420,1.1400,0.9408,-1.3950,3.2790
site,fmi_100971,NDJFM,tmean,anom_dt,elnino,20,-0.0908,0.0890,2.1685,-1.0330,0.8360
site,fmi_100971,NDJFM,tmean,anom_dt,neutral,29,0.0064,0.3330,1.6070,-0.5591,0.5605
site,fmi_100971,NDJFM,tmean,anom_dt,lanina,25,-0.0478,0.4810,1.7179,-0.7392,0.5882
site,fmi_100971,NDJFM,tmin_mean,value,super,3,-3.0523,-3.0600,1.1585,-5.9303,-0.1744
site,fmi_100971,NDJFM,tmin_mean,value,elnino,20,-4.6860,-4.6705,2.7183,-5.8422,-3.5306
site,fmi_100971,NDJFM,tmin_mean,value,neutral,29,-4.9366,-4.9810,2.0567,-5.6415,-4.1629
site,fmi_100971,NDJFM,tmin_mean,value,lanina,25,-4.5702,-4.8420,2.1374,-5.3914,-3.7635
site,fmi_100971,NDJFM,tmin_mean,anom,super,3,0.5970,0.5890,1.1580,-2.2797,3.4737
site,fmi_100971,NDJFM,tmin_mean,anom,elnino,20,-1.0364,-1.0205,2.7182,-2.1501,0.1526
site,fmi_100971,NDJFM,tmin_mean,anom,neutral,29,-1.2872,-1.3310,2.0566,-2.0128,-0.5400
site,fmi_100971,NDJFM,tmin_mean,anom,lanina,25,-0.9207,-1.1920,2.1374,-1.7700,-0.1207
site,fmi_100971,NDJFM,tmin_mean,anom_dt,super,3,1.0927,1.4290,0.9817,-1.3460,3.5314
site,fmi_100971,NDJFM,tmin_mean,anom_dt,elnino,20,-0.1088,-0.2325,2.3752,-1.1066,0.8606
site,fmi_100971,NDJFM,tmin_mean,anom_dt,neutral,29,-0.0079,0.1650,1.8118,-0.6853,0.6265
site,fmi_100971,NDJFM,tmin_mean,anom_dt,lanina,25,-0.0348,0.5560,1.9001,-0.7817,0.6887
site,fmi_101065,DJF,frost_days,value,super,3,71.3333,71.0000,4.5092,60.1317,82.5349
site,fmi_101065,DJF,frost_days,value,elnino,18,75.1667,79.0000,13.0170,68.8889,80.6667
site,fmi_101065,DJF,frost_days,value,neutral,24,79.5417,83.0000,9.4362,75.6656,83.0417
site,fmi_101065,DJF,frost_days,value,lanina,20,75.6000,75.0000,8.2870,71.9000,78.9513
site,fmi_101065,DJF,frost_days,anom,super,3,-1.4167,-1.7500,4.5092,-12.6183,9.7849
site,fmi_101065,DJF,frost_days,anom,elnino,18,2.4167,6.2500,13.0170,-3.8611,7.8611
site,fmi_101065,DJF,frost_days,anom,neutral,24,6.7917,10.2500,9.4362,3.0417,10.3750
site,fmi_101065,DJF,frost_days,anom,lanina,20,2.8500,2.2500,8.2870,-0.7000,6.2500
site,fmi_101065,DJF,frost_days,anom_dt,super,3,-3.7857,-3.9280,0.6621,-5.4304,-2.1410
site,fmi_101065,DJF,frost_days,anom_dt,elnino,18,-1.1850,-0.1455,11.6585,-6.5340,3.9133
site,fmi_101065,DJF,frost_days,anom_dt,neutral,24,1.8444,3.5945,7.6663,-1.3190,4.7140
site,fmi_101065,DJF,frost_days,anom_dt,lanina,20,-0.5790,0.0045,8.3368,-4.2193,3.0389
site,fmi_101065,DJF,ice_days,value,super,3,33.0000,33.0000,1.0000,30.5159,35.4841
site,fmi_101065,DJF,ice_days,value,elnino,18,43.5556,44.0000,21.2055,34.1111,52.9444
site,fmi_101065,DJF,ice_days,value,neutral,24,51.6667,52.0000,19.0187,44.2906,59.0000
site,fmi_101065,DJF,ice_days,value,lanina,20,41.2500,41.5000,15.0504,34.8000,47.6513
site,fmi_101065,DJF,ice_days,anom,super,3,-5.4290,-5.4290,1.0000,-7.9131,-2.9449
site,fmi_101065,DJF,ice_days,anom,elnino,18,5.1266,5.5710,21.2055,-3.9859,14.6279
site,fmi_101065,DJF,ice_days,anom,neutral,24,13.2377,13.5710,19.0187,5.7783,20.4043
site,fmi_101065,DJF,ice_days,anom,lanina,20,2.8210,3.0710,15.0504,-3.4302,9.0723
site,fmi_101065,DJF,ice_days,anom_dt,super,3,-10.0903,-9.4350,5.2170,-23.0500,2.8693
site,fmi_101065,DJF,ice_days,anom_dt,elnino,18,-1.2574,-2.7655,19.6727,-9.8013,7.7240
site,fmi_101065,DJF,ice_days,anom_dt,neutral,24,4.9725,4.7575,16.9955,-1.5812,11.7933
site,fmi_101065,DJF,ice_days,anom_dt,lanina,20,-3.3219,-1.8130,15.8309,-10.0267,3.4183
site,fmi_101065,DJF,precip,value,super,2,198.3500,198.3500,5.8690,145.6193,251.0807
site,fmi_101065,DJF,precip,value,elnino,12,132.6583,112.5500,67.9435,98.6167,173.2517
site,fmi_101065,DJF,precip,value,neutral,19,145.2368,141.8000,57.5435,120.8820,170.3492
site,fmi_101065,DJF,precip,value,lanina,14,163.3071,148.8500,56.7620,135.7136,192.6930
site,fmi_101065,DJF,precip,anom_dt,super,2,35.6795,35.6795,12.5193,-76.8022,148.1612
site,fmi_101065,DJF,precip,anom_dt,elnino,12,-17.1543,-26.7485,57.8945,-47.4046,15.6678
site,fmi_101065,DJF,precip,anom_dt,neutral,19,-0.1426,1.7920,49.7632,-21.3180,22.5401
site,fmi_101065,DJF,precip,anom_dt,lanina,14,9.8001,23.8870,61.0638,-20.2251,40.4035
site,fmi_101065,DJF,precip_days,value,super,2,35.0000,35.0000,7.0711,-28.5310,98.5310
site,fmi_101065,DJF,precip_days,value,elnino,12,28.6667,28.5000,9.0084,23.6667,33.5000
site,fmi_101065,DJF,precip_days,value,neutral,19,29.4211,29.0000,7.9465,26.0000,32.8421
site,fmi_101065,DJF,precip_days,value,lanina,14,31.8571,31.5000,8.5562,27.4286,36.1429
site,fmi_101065,DJF,precip_days,anom_dt,super,2,4.1880,4.1880,6.1928,-51.4525,59.8285
site,fmi_101065,DJF,precip_days,anom_dt,elnino,12,-1.5317,-1.6505,8.8558,-6.6612,3.1160
site,fmi_101065,DJF,precip_days,anom_dt,neutral,19,-0.5657,-0.9500,7.8566,-4.0615,3.0374
site,fmi_101065,DJF,precip_days,anom_dt,lanina,14,1.4824,1.9330,8.6993,-2.9395,5.7828
site,fmi_101065,DJF,rain_on_snow_days,value,super,2,9.5000,9.5000,0.7071,3.1469,15.8531
site,fmi_101065,DJF,rain_on_snow_days,value,elnino,12,4.6667,3.0000,5.1050,2.0833,7.6667
site,fmi_101065,DJF,rain_on_snow_days,value,neutral,19,5.0000,4.0000,3.8006,3.4211,6.7368
site,fmi_101065,DJF,rain_on_snow_days,value,lanina,14,7.4286,7.5000,3.5673,5.5714,9.2143
site,fmi_101065,DJF,rain_on_snow_days,anom_dt,super,2,3.1950,3.1950,1.3789,-9.1935,15.5835
site,fmi_101065,DJF,rain_on_snow_days,anom_dt,elnino,12,-1.1685,-2.0695,4.7301,-3.5180,1.5431
site,fmi_101065,DJF,rain_on_snow_days,anom_dt,neutral,19,-0.6729,-1.7170,3.7558,-2.2142,1.0030
site,fmi_101065,DJF,rain_on_snow_days,anom_dt,lanina,14,1.4585,2.1775,3.8511,-0.5501,3.3383
site,fmi_101065,DJF,snow_cover_days,value,super,2,70.0000,70.0000,2.8284,44.5876,95.4124
site,fmi_101065,DJF,snow_cover_days,value,elnino,12,73.9167,77.0000,15.2581,65.1667,81.5833
site,fmi_101065,DJF,snow_cover_days,value,neutral,19,81.0000,83.0000,12.0922,74.6829,85.2632
site,fmi_101065,DJF,snow_cover_days,value,lanina,14,77.7143,76.0000,10.2464,72.4982,82.8571
site,fmi_101065,DJF,snow_cover_days,anom_dt,super,2,-6.3945,-6.3945,0.9185,-14.6472,1.8582
site,fmi_101065,DJF,snow_cover_days,anom_dt,elnino,12,-3.8129,-2.0950,15.3546,-12.4623,4.0263
site,fmi_101065,DJF,snow_cover_days,anom_dt,neutral,19,2.8099,4.7760,11.3086,-2.9365,6.8215
site,fmi_101065,DJF,snow_cover_days,anom_dt,lanina,14,0.3683,0.1655,10.6635,-4.9806,5.4731
site,fmi_101065,DJF,snow_depth,value,super,2,7.4060,7.4060,2.8991,-18.6417,33.4537
site,fmi_101065,DJF,snow_depth,value,elnino,12,18.2495,14.4895,15.5135,11.2305,27.4606
site,fmi_101065,DJF,snow_depth,value,neutral,19,21.1801,20.1670,11.9153,16.1498,26.4728
site,fmi_101065,DJF,snow_depth,value,lanina,14,14.6720,14.5275,9.0287,10.2543,19.3750
site,fmi_101065,DJF,snow_depth,anom_dt,super,2,-8.0625,-8.0625,6.3491,-65.1070,48.9820
site,fmi_101065,DJF,snow_depth,anom_dt,elnino,12,0.3696,-3.0090,13.8089,-5.9503,8.8162
site,fmi_101065,DJF,snow_depth,anom_dt,neutral,19,2.4683,-0.0700,11.2898,-2.4177,7.5439
site,fmi_101065,DJF,snow_depth,anom_dt,lanina,14,-2.5150,-1.6925,9.4463,-7.2537,2.1935
site,fmi_101065,DJF,snow_max,value,super,2,22.0000,22.0000,5.6569,-28.8248,72.8248
site,fmi_101065,DJF,snow_max,value,elnino,12,37.9167,36.0000,17.5160,28.9146,47.8333
site,fmi_101065,DJF,snow_max,value,neutral,19,42.3158,43.0000,14.2363,35.7368,48.3684
site,fmi_101065,DJF,snow_max,value,lanina,14,36.3571,38.5000,14.3184,29.5000,43.5714
site,fmi_101065,DJF,snow_max,anom_dt,super,2,-13.9980,-13.9980,9.2702,-97.2872,69.2912
site,fmi_101065,DJF,snow_max,anom_dt,elnino,12,-0.6081,-1.4380,15.3194,-8.4488,7.5999
site,fmi_101065,DJF,snow_max,anom_dt,neutral,19,2.9198,2.3370,13.9096,-3.3886,8.9121
